Label	x	y	claim	perspective	opposite_perspective
1	0	0	This house would pass the American Jobs Act	The American Jobs Act, would give businesses incentives to hire unemployed and disabled veterans	The American Jobs Act, would not give businesses incentives to hire unemployed and disabled veterans
0	0	0	This house would pass the American Jobs Act	The American Jobs Act gives more tax breaks, thus contributing more to the federal deficit	The American Jobs Act gives less tax breaks, thus contributing more to the federal deficit
1	0	0	This house would pass the American Jobs Act	to improve the economy, policymakers should focus on reforms that remove impediments to work	 not to improve the economy, policymakers should focus on reforms that remove impediments to work
1	0	0	This house would fund education using a voucher scheme	vouchers and other forms of publicly funded private school choice are necessary to give families an opportunity to enroll their children in more effective private schools	vouchers and other forms of publicly funded private school choice are not necessary to give families an opportunity to enroll their children in more effective private schools
1	0	0	This house would fund education using a voucher scheme	a voucher system for public education would make public schools compete with one another thus making them more accountable and efficient	a voucher system for public education would not make public schools compete with one another thus making them more accountable and efficient
1	0	0	This house would fund education using a voucher scheme	by distributing vouchers to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child	by distributing vouchers not to the families of students equal to the tuition that he/she would receive at his/her local public school, a student’s family could then choose from options where best to send their child
0	0	0	This house would fund education using a voucher scheme	public education would be destroyed by tuition vouchers	public education would not be destroyed by tuition vouchers
0	0	0	This house would fund education using a voucher scheme	the tuition voucher proposal would undermine public education	the tuition voucher proposal would not undermine public education
1	0	0	This house would fund education using a voucher scheme	competition among schools will increase both the quality and the economic efficiency of public education	competition among schools will not increase both the quality and the economic efficiency of public education
0	0	0	This house would fund education using a voucher scheme	Vouchers function to increase racial and economic discrimination in schools	Vouchers function not to increase racial and economic discrimination in schools
0	0	0	This house would fund education using a voucher scheme	since approximately four out of five US private schools are religious, voucher and charter systems violate the Constitution	since approximately four out of five US private schools are not religious, voucher and charter systems violate the Constitution
1	0	0	This house would fund education using a voucher scheme	"a ""competitive education market"" would lead to ""innovation and improvement"	"a ""competitive education market"" would not lead to ""innovation and improvement"
1	0	0	This house would fund education using a voucher scheme	competition would improve schools and cost efficiency	competition would not improve schools and cost efficiency
1	0	0	This house would fund education using a voucher scheme	School voucher and education tax credit systems incentivize schools to increase accountability and school performance	School voucher and education tax credit systems incentivize schools not to increase accountability and school performance
1	0	0	This house would fund education using a voucher scheme	the competition spurred by vouchers and education tax credits increases the quality of both eligible private schools and local public schools	the competition spurred by vouchers and education tax credits decrease the quality of both eligible private schools and local public schools
1	0	0	This house would fund education using a voucher scheme	Both private and public schools are improving through the use of vouchers	Both private and public schools are not improving through the use of vouchers
1	0	0	This house would fund education using a voucher scheme	Vouchers reduce racial segregation	Vouchers increase racial segregation
1	0	0	This house would fund education using a voucher scheme	Vouchers deliver better services to special education students	Vouchers deliver worse services to special education students
0	0	0	This house would fund education using a voucher scheme	School vouchers would erode educational standards and reduce funding	School vouchers would not erode educational standards and reduce funding
0	0	0	This house would fund education using a voucher scheme	a voucher system would weaken public schools	a voucher system would not weaken public schools
0	0	0	This house would fund education using a voucher scheme	granting government money, even indirectly, to private and religious schools will inevitably lead to increased governmental control over non-government education	granting government money, even indirectly, not to private and religious schools will inevitably lead to increased governmental control over non-government education
1	0	0	This house would fund education using a voucher scheme	Competition for students (and the education dollars that come with them) creates a catalyst for schools to create innovative programs	Competition for students (and the education dollars that come with them) creates a catalyst for schools not to create innovative programs
1	0	0	This house would fund education using a voucher scheme	School choice programs would allow poor students to opt out of bad schools and acquire a better education	School choice programs would not allow poor students to opt out of bad schools and acquire a better education
1	0	0	This house would fund education using a voucher scheme	freedom of education notably implies the freedom for parents to choose a school for their children without discrimination on the basis of finances	freedom of education notably does not imply the freedom for parents to choose a school for their children without discrimination on the basis of finances
0	0	0	This house would fund education using a voucher scheme	vouchers could result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools	vouchers could not result in nothing more than a cash-handout for many middle-class and wealthy families already sending their kids to private schools
1	0	0	This house would fund education using a voucher scheme	Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase	Through free competition between vendors for the provision of products and services, prices tend not to decrease, and quality tends to increase
1	0	0	This house would fund education using a voucher scheme	no family should be forced to send kids to a school they know is failing	no family should not be forced to send kids to a school they know is failing
0	0	0	This house would fund education using a voucher scheme	Education vouchers would undermine public schools	Education vouchers would not undermine public schools
1	0	0	This house would fund education using a voucher scheme	access to resources play a hugely important role in educational inequality	access not to resources play a hugely important role in educational inequality
1	0	0	This house would fund education using a voucher scheme	the educational system forces low-income families to place their children into less-than-ideal school systems	the educational system forces low-income families not to place their children into less-than-ideal school systems
1	0	0	This house would abolish congressional earmarks	Politicians are often accused of misusing their allocations for selfish purposes	Politicians are not often accused of misusing their allocations for selfish purposes
0	0	0	This house would abolish congressional earmarks	Earmarks are Good for American Democracy	Earmarks are not Good for American Democracy
0	0	0	This house would abolish congressional earmarks	Reducing earmarks does not reduce government spending	Reducing earmarks does reduce government spending
0	0	0	This house would abolish congressional earmarks	In an already flawed system, earmarks can at least allow residents of Congressional districts to have a greater role in allocating federal funds	In an already flawed system, earmarks can not at least allow residents of Congressional districts to have a greater role in allocating federal funds
0	0	0	This house would abolish congressional earmarks	directing money to particular purposes is a core constitutional function of Congress	directing money not to particular purposes is a core constitutional function of Congress
1	0	0	This house would abolish congressional earmarks	Congressmen tend to distribute specialized benefits at a great cost and ignore the particular costs the legislation bears upon the taxpayers	Congressmen tend not to distribute specialized benefits at a great cost and ignore the particular costs the legislation bears upon the taxpayers
1	0	0	This house would abolish congressional earmarks	benefits of a vote only reach a particular portion of the population, while the tax costs that pay for the vote are spread throughout the entire populace	 harm of a vote only reach a particular portion of the population, while the tax costs that pay for the vote are spread throughout the entire populace
1	0	0	This house would abolish congressional earmarks	Committee members can exploit pork barrel projects for electoral purposes	Committee members can not exploit pork barrel projects for electoral purposes
0	0	0	This house would abolish congressional earmarks	power of the purse is one of Congress's primary checks on the executive branch	power of the purse is not one of Congress's primary checks on the executive branch
1	0	0	This house believes all nations have a right to nuclear weapons	the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons	the deployment, and implicit menace of use, of strong weapons is not essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons
0	0	0	This house believes all nations have a right to nuclear weapons	a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences	a nuclear nation might not be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences
0	0	0	This house believes all nations have a right to nuclear weapons	Having more nuclear nuclear-weapon states will reduce security for all	Having less nuclear nuclear-weapon states will reduce security for all
1	0	0	This house believes all nations have a right to nuclear weapons	nuclear forces continue to play an essential role in war prevention	nuclear forces continue not to play an essential role in war prevention
0	0	0	This house believes all nations have a right to nuclear weapons	reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective	reliance on nuclear weapons for deterrence is not becoming increasingly hazardous and decreasingly effective
0	0	0	This house believes all nations have a right to nuclear weapons	The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing	The world is not now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing
0	0	0	This house believes all nations have a right to nuclear weapons	nuclear weapon technology would soon reach the point where it could end human life on Earth	nuclear weapon technology would not soon reach the point where it could end human life on Earth
0	0	0	This house believes all nations have a right to nuclear weapons	nuclear holocaust could result in an end to human life	nuclear holocaust could not result in an end to human life
1	0	0	This house believes all nations have a right to nuclear weapons	nuclear weapons can induce stability	nuclear weapons can not induce stability
1	0	0	This house believes all nations have a right to nuclear weapons	controlled nuclear proliferation may be beneficial for inducing stability	controlled nuclear proliferation may not be beneficial for inducing stability
0	0	0	This house believes all nations have a right to nuclear weapons	Nuclear proliferation increases the chance of inter-state nuclear conflict	Nuclear proliferation decrease the chance of inter-state nuclear conflict
0	0	0	This house believes all nations have a right to nuclear weapons	Nuclear proliferation increases the chances of nuclear material falling into the hands of non-state groups	Nuclear proliferation decrease the chances of nuclear material falling into the hands of non-state groups
1	0	0	This house believes all nations have a right to nuclear weapons	new nuclear states will use their acquired nuclear capabilities to deter threats and preserve peace	new nuclear states will not use their acquired nuclear capabilities to deter threats and preserve peace
0	0	0	This house believes all nations have a right to nuclear weapons	new nuclear states often lack adequate organizational controls over their new weapons	new nuclear states often glut adequate organizational controls over their new weapons
1	0	0	This house believes all nations have a right to nuclear weapons	Nuclear weapons may lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars	Nuclear weapons may not lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars
1	0	0	This house believes all nations have a right to nuclear weapons	nuclear weapons contribute to stability at a strategic level	nuclear weapons contribute not to stability at a strategic level
0	0	0	This house believes all nations have a right to nuclear weapons	public opinion is overwhelmingly opposed to nuclearization	public opinion is not overwhelmingly opposed to nuclearization
1	0	0	This house believes all nations have a right to nuclear weapons	states must act in a way that ensures their security above all	states must not act in a way that ensures their security above all
1	0	0	This house believes all nations have a right to nuclear weapons	States cannot count on the good will of others to help them, so they must always be ready to fend for themselves	States can count on the good will of others to help them, so they must always be ready to fend for themselves
1	0	0	This house believes all nations have a right to nuclear weapons	"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory"	"the present situation whereby Nuclear Weapon States monopolise the right not to possess nuclear weapons is ""highly discriminatory"
0	0	0	This house believes all nations have a right to nuclear weapons	more countries with nuclear weapons may increase the possibility of nuclear warfare	 less countries with nuclear weapons may increase the possibility of nuclear warfare
1	0	0	This house believes all nations have a right to nuclear weapons	The spread of nuclear weapons can increase international stability	The spread of nuclear weapons can not increase international stability
1	0	0	This house believes all nations have a right to nuclear weapons	Nuclear proliferation will decrease the likelihood of war	Nuclear proliferation will not decrease the likelihood of war
0	0	0	This house believes all nations have a right to nuclear weapons	most states are not in a position to safely guard against nuclear use	most states are in a position to safely guard against nuclear use
1	0	0	This house believes all nations have a right to nuclear weapons	The effective prohibition on nuclear proliferation has been characterised as a form of technological apartheid	The effective prohibition on nuclear proliferation doesn't have been characterised as a form of technological apartheid
1	0	0	This house believes all nations have a right to nuclear weapons	the significance of nuclear weapons is purely to deter war	the significance of nuclear weapons is not purely to deter war
0	0	0	This house believes all nations have a right to nuclear weapons	The use of (or threat of use of) nuclear weapons would generally be contrary to the rules of international law applicable in armed conflict	The use of (or threat of use of) nuclear weapons would not generally be contrary to the rules of international law applicable in armed conflict
1	0	0	This house believes all nations have a right to nuclear weapons	Nuclear disarmament would undermine deterrence	Nuclear disarmament would not undermine deterrence
1	0	0	This house believes all nations have a right to nuclear weapons	Nuclear disarmament could lead to increased global instability	Nuclear disarmament could not lead to increased global instability
1	0	0	This house believes all nations have a right to nuclear weapons	an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary	an inferior nuclear force, by virtue of its extreme destructive power, could not deter a more powerful adversary
0	0	0	This house believes all nations have a right to nuclear weapons	Nuclear weapons have become a source of extreme risk	Nuclear weapons don't have become a source of extreme risk
1	0	0	This house believes all nations have a right to nuclear weapons	nuclear weapons are intended to deter other states from attacking	nuclear weapons are not intended to deter other states from attacking
0	0	0	This house believes all nations have a right to nuclear weapons	Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself	Nuclear weapons give nations the potential to only destroy their enemies but humanity itself
0	0	0	This house believes all nations have a right to nuclear weapons	Extreme danger is intrinsic to nuclear war and the possession of nuclear weapons	Extreme danger is not intrinsic to nuclear war and the possession of nuclear weapons
0	0	0	This house believes all nations have a right to nuclear weapons	with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous	with nuclear weapons less widely available, deterrence is decreasingly effective and increasingly hazardous
0	0	0	This house believes all nations have a right to nuclear weapons	if we hope to escape self-destruction, then nuclear weapons should have no place in our collective conscience, and no role in our security	if we hope not to escape self-destruction, then nuclear weapons should have no place in our collective conscience, and no role in our security
0	0	0	This house believes all nations have a right to nuclear weapons	a full-scale nuclear war could potentially bring about the extinction of the human race	a full-scale nuclear war could not potentially bring about the extinction of the human race
0	0	0	This house believes all nations have a right to nuclear weapons	a full-scale nuclear war would result in the extinction of the human species	a full-scale nuclear war would not result in the extinction of the human species
1	0	0	This house believes all nations have a right to nuclear weapons	the greater the threat of mutual destruction, the safer the world would be	the greater the threat of mutual destruction, the safer the world would not be
1	0	0	This house believes all nations have a right to nuclear weapons	when two countries each have nuclear weapons, the probability of a direct war between them greatly decreases	when two countries each don't have nuclear weapons, the probability of a direct war between them greatly decreases
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	If there is no rocket fire at Israel, there won't be Israeli attacks on Gaza	If there is no rocket fire at Israel, there wo be Israeli attacks on Gaza
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"Israel was ""compelled to continue to take these defensive measures"" to protect more than 200,000 Israelis living under the threat of Palestinian rocket barrages.Militants"	"Israel was not ""compelled to continue to take these defensive measures"" to protect more than 200,000 Israelis living under the threat of Palestinian rocket barrages.Militants"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The rocket attacks have caused widespread fear and hardship in Israeli border towns	The rocket attacks don't have caused widespread fear and hardship in Israeli border towns
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's right to defend itself is recognized	Israel's right not to defend itself is recognized
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israeli military attacks were launched in response to militants firing missiles	Israeli military attacks were not launched in response to militants firing missiles
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's response was excessive	Israel's response was not excessive
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"Israel's attacks were ""more than a holocaust"	"Israel's attacks were not ""more than a holocaust"
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Hamas was willing to renew the cease-fire under the original terms	Hamas was not willing to renew the cease-fire under the original terms
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"the offensive was the result of Israel’s ""patience running out"" over the rocket attacks"	"the offensive was not the result of Israel’s ""patience running out"" over the rocket attacks"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the firing of rockets at Israel constituted a deliberate attack against the civilian population	the firing of rockets at Israel constituted a deliberate attack for the civilian population
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy to Southern Israel	the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy not to Southern Israel
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare	During Operation Cast Lead, the Israeli Defense Forces did less to safeguard the rights of civilians in a combat zone than any other army in the history of warfare
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties	Israel was not widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the Israeli military operation was directed at the people of Gaza as a whole	the Israeli military operation was not directed at the people of Gaza as a whole
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"	"during the conflict, the Israel Defense Forces ""did less to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the livelihoods and assets of tens of thousands of Gaza civilians have been affected	the livelihoods and assets of tens of thousands of Gaza civilians don't have been affected
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	life in much of southern Israel was paralyzed by Hamas rocket and mortar fire	life in little of southern Israel was paralyzed by Hamas rocket and mortar fire
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	it was a war against Palestinian civilians	it was not a war against Palestinian civilians
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Palestinian security forces do little or nothing to prevent rocket attacks	Palestinian security forces do much or nothing to prevent rocket attacks
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the constant threat of impending rocket attacks has caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks	the constant threat of impending rocket attacks doesn't have caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israeli citizens in the south have been suffering from rockets being fired at them	Israeli citizens in the south don't have been suffering from rockets being fired at them
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Hamas attacks are violations of basic humanitarian law	Hamas attacks are not violations of basic humanitarian law
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The Israeli government's use of force in the Gaza Strip are acts of self-defense	The Israeli government's use of force in the Gaza Strip are not acts of self-defense
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	anything affiliated with Hamas is a legitimate target	anything affiliated with Hamas is not a legitimate target
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's UAV attacks were a violation of International Humanitarian Law	Israel's UAV attacks were not a violation of International Humanitarian Law
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the Israeli soldiers at best failed to protect civilians, and at worst deliberately shot at them	the Israeli soldiers at best failed not to protect civilians, and at worst deliberately shot at them
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"Israel used ""decisive force to enhance regional deterrence"	"Israel used ""decisive force not to enhance regional deterrence"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare	during Operation Cast Lead, the IDF did less to safeguard the rights of civilians in a combat zone than any other army in the history of warfare
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	it was Israeli government policy to deliberately target citizens	it was not Israeli government policy to deliberately target citizens
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The Gaza war was conducted as a response to rockets fired from the Gaza Strip	The Gaza war was not conducted as a response to rockets fired from the Gaza Strip
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"the war was targeted against the ""people of Gaza as a whole"	"the war was not targeted against the ""people of Gaza as a whole"
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"Israel’s military assault on Gaza was designed to ""humiliate and terrorize a civilian population"	"Israel’s military assault on Gaza was not designed to ""humiliate and terrorize a civilian population"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Palestinian armed groups committed war crimes and possibly crimes against humanity	Palestinian armed groups committed war crimes and possibly crimes for humanity
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The Hamas terror organization is the one who started the war	The Hamas terror organization is not the one who started the war
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Hamas has used terrorism for years against Israeli children	Hamas doesn't have used terrorism for years against Israeli children
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The IDF's operations allowed Gazans to resume normalcy	The IDF's operations allowed Gazans not to resume normalcy
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the IDF was forced to deal with the lowest form of terrorists	the IDF was not forced to deal with the lowest form of terrorists
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"disproportionate destruction and violence against civilians were part of a deliberate policy"" by Israel"	"disproportionate destruction and violence for civilians were part of a deliberate policy"" by Israel"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Hamas is guilty of war crimes	Hamas is not guilty of war crimes
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel was acting in self-defence	Israel was not acting in self-defence
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"the right to self-defence requires that peaceful means are first exhausted before resorting to military force, something Israel ""did not even contemplate doing"	"the right to self-defence requires that peaceful means are first exhausted before resorting to military force, something Israel ""did even contemplate doing"
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israelis have been killed by the unlawful rocket and mortar attacks from Gaza	Israelis don't have been killed by the unlawful rocket and mortar attacks from Gaza
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's actions on the Gaza Strip must be characterised as war crimes	Israel's actions on the Gaza Strip must not be characterised as war crimes
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's right to self-defence is recognized	Israel's right not to self-defence is recognized
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The right of the Israeli people to a life in peace and security without permanent threat from rocket attacks must be guaranteed	The right of the Israeli people not to a life in peace and security without permanent threat from rocket attacks must be guaranteed
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's legitimate right to self-defence is undisputable	Israel's legitimate right not to self-defence is undisputable
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	War has never brought any solution to problems	War doesn't have never brought any solution to problems
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the massive and disproportionate attacks by Israel to the Gaza Strip are in violation of international humanitarian law	the massive and disproportionate attacks by Israel not to the Gaza Strip are in violation of international humanitarian law
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the military solution won't conduct to peace	the military solution wo conduct to peace
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel has the right to take military action against attacks on locations where its civilians live	Israel doesn't have the right to take military action against attacks on locations where its civilians live
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	it was Hamas that broke the truce	it was not Hamas that broke the truce
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	No country can just passively accept being fired on	No country can not just passively accept being fired on
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The right of Israel to defend itself against rockets and terrorist attacks is acknowledged	The right of Israel not to defend itself against rockets and terrorist attacks is acknowledged
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Military action leading to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned	Military action leading not to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The Israeli air strikes have demanded a disproportionate amount of civilian victims	The Israeli air strikes don't have demanded a disproportionate amount of civilian victims
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	nothing justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip	 something justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The escalation of tensions in the Gaza Strip […] has been triggered by rocket attacks launched by Hamas against innocent Israeli civilians	The escalation of tensions in the Gaza Strip […] doesn't have been triggered by rocket attacks launched by Hamas against innocent Israeli civilians
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"Israel's response was ""disproportionate"	"Israel's response was not ""disproportionate"
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's actions in Gaza are both disproportionate and clearly contrary to international humanitarian law	Israel's actions in Gaza are not both disproportionate and clearly contrary to international humanitarian law
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel`s unproportionally all-out war on Hamas with a great number of fatalities is an unforgettable human tragedy	Israel`s unproportionally all-out war on Hamas with a great number of fatalities is not an unforgettable human tragedy
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's right to protect its citizens is recognised	Israel's right not to protect its citizens is recognised
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The disproportionate and excessive use of force displayed by the Israeli government has resulted in numerous casualties	The disproportionate and excessive use of force displayed by the Israeli government doesn't have resulted in numerous casualties
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	This cycle of violence and retaliation impedes efforts to broker lasting peace in the region	This cycle of violence and retaliation impedes efforts not to broker lasting peace in the region
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the military operations were a flagrant violation of international humanitarian law	the military operations were not a flagrant violation of international humanitarian law
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	aggression and disproportionate use of force by Israel is unfortunate and only leads to further escalation of violence	aggression and disproportionate use of force by Israel is not unfortunate and only leads to further escalation of violence
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	the disproportionate use of force by Israel, which causes suffering to the civilian population, can be neither understood nor justified	the disproportionate use of force by Israel, which casue no suffering to the civilian population, can be neither understood nor justified
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's right to self defence was acknowledged	Israel's right not to self defence was acknowledged
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	"the reaction of the armed forces of Israel was condemned as ""disproportional"	"the reaction of the armed forces of Israel was not condemned as ""disproportional"
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's actions were causing unjustifiable deaths among the civilians	Israel's actions were not causing unjustifiable deaths among the civilians
1	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	Israel's right to defend itself against attacks from Gaza is recognised	Israel's right not to defend itself against attacks from Gaza is recognised
0	0	0	This house believes that Israel's 2008-2009 military operations against Gaza were justified	The attacks would not contribute to the security of Israel	The attacks would contribute to the security of Israel
1	0	0	This house would build high rises for housing	only high rise developments could accommodate the density level of population	only high rise developments could not accommodate the density level of population
1	0	0	This house would build high rises for housing	Planning policies which increase population densities in urban areas do tend to reduce car use	Planning policies which decrease population densities in urban areas do tend to reduce car use
1	0	0	This house would build high rises for housing	urban intensification which increases population density will reduce per capita car use, with benefits to the global environment	urban intensification which decrease population density will reduce per capita car use, with benefits to the global environment
1	0	0	This house would build high rises for housing	apartment buildings have high levels of security	apartment buildings don't have high levels of security
1	0	0	This house would build high rises for housing	The total cost for the construction of an apartment is much less than the cost invested in the construction of a single house	The total cost for the construction of an apartment is not much less than the cost invested in the construction of a single house
0	0	0	This house would build high rises for housing	High-rise structures also pose serious challenges to firefighters during emergencies	High-rise structures also pose serious challenges not to firefighters during emergencies
1	0	0	This house would build high rises for housing	Apartment blocks have technical and economic advantages in areas with high population density	Apartment blocks don't have technical and economic advantages in areas with high population density
1	0	0	This house would build high rises for housing	In contrast with low-rise and single-family houses, apartment blocks accommodate more inhabitants per unit of area of land they occupy	In contrast with low-rise and single-family houses, apartment blocks accommodate less inhabitants per unit of area of land they occupy
1	0	0	This house would build high rises for housing	The way tower blocks are constructed would save money	The way tower blocks are not constructed would save money
0	0	0	This house would build high rises for housing	Tower blocks may be inherently more prone to casualties from a fire	Tower blocks may not be inherently more prone to casualties from a fire
0	0	0	This house would build high rises for housing	people living on higher floors cannot escape fires easily and the fire brigade cannot reach the higher floors quickly	people living on higher floors can escape fires easily and the fire brigade cannot reach the higher floors quickly
1	0	0	This house would build high rises for housing	Tower blocks can hold thousands of families in a single building	Tower blocks can not hold thousands of families in a single building
1	0	0	This house would build high rises for housing	more and more people around the world move into multi-story apartment blocks	 less and more people around the world move into multi-story apartment blocks
1	0	0	This house would build high rises for housing	single family houses are likely to require much more energy to heat in cold weather than do buildings with shared walls	single family houses are not likely to require much more energy to heat in cold weather than do buildings with shared walls
1	0	0	This house would build high rises for housing	Single-family houses are part of a much more energy and carbon-intensive lifestyle	Single-family houses are not part of a much more energy and carbon-intensive lifestyle
1	0	0	This house would build high rises for housing	Living in larger, more spread out spaces generally makes public services more expensive	Living in larger, less spread out spaces generally makes public services more expensive
1	0	0	This house would build high rises for housing	Planning policies that increase population densities in urban areas tend to reduce car use	Planning policies that decrease population densities in urban areas tend to reduce car use
0	0	0	This house would build high rises for housing	Increased population density is linked with increased aggression	 decrease population density is linked with increased aggression
0	0	0	This house would build high rises for housing	increased population density encourages crime and anti-social behavior	 decrease population density encourages crime and anti-social behavior
