Label	x	y	claim	opposite_perspective	perspective	opposite_claim
0	0	0	The voting age should be lowered to 16	YES, give them the rights they deserve no !	YES, give them the rights they deserve!	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	Sixteen years would not be a better option in developed countries	Sixteen years would be a better option in developed countries	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	I think they should not have these rights.	I think they should have these rights.	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	I would not say give them the rights that they should have.	I would say give them the rights that they should have.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Parents are not guardians and should be trusted to vote in their children’s interests	Parents are guardians and should be trusted to vote in their children’s interests	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Minor's interests can not be appropriately taken into consideration by the votes of their parents.	Minor's interests can be appropriately taken into consideration by the votes of their parents.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	A parent's vote should not be counted as a vote in the interest of their child.	A parent's vote should be counted as a vote in the interest of their child.	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	Voting at a lower age would not increase participation	Voting at a lower age would increase participation	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	Less citizens would participate if the voting age were lowered.	More citizens would participate if the voting age were lowered.	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	A lower voting age would not result in an increase in participation.	A lower voting age would result in an increase in participation.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Young people would not be more likely to misuse their vote	Young people would be more likely to misuse their vote	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Younger people are more likely to take the impact of their vote seriously.	Younger people are more likely to not take the impact of their vote seriously.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Allowing young people not to vote would be likely to result in inappropriate votes.	Allowing young people to vote would be likely to result in inappropriate votes.	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	16 year olds are not mature enough to vote	16 year olds are mature enough to vote	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	16 year olds are not informed enough to cast a vote.	16 year olds are informed enough to cast a vote.	The voting age should not be lowered to 16
0	0	0	The voting age should be lowered to 16	It is not appropriate for 16 year olds to have the right to vote.	It is appropriate for 16 year olds to have the right to vote.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	At sixteen there is not a lack of maturity that is necessary to vote responsibly.	At sixteen there is a lack of maturity that is necessary to vote responsibly.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	16 year olds do have a high enough level of maturity to vote.	16 year olds don't have a high enough level of maturity to vote.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	16 years old is not too much of an immature age to vote.	16 years old is too much of an immature age to vote.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	children at 16 don't have no sense of decesion making	children at 16 have no sense of decesion making	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Sixteen is not too young to make decisions.	Sixteen is too young to make decisions.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	At sixteen the brain is developed enough to make decisions.	At sixteen the brain is not developed enough to make decisions.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	16 year olds are responsible enough to vote.	16 year olds are not responsible enough to vote. 	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	16 year olds are wise enough to vote at elections.	16 year olds are not wise enough to vote at elections.	The voting age should not be lowered to 16
1	0	0	The voting age should be lowered to 16	Sixteen year olds are not too immature to judge the validity of political arguments.	Sixteen year olds are too immature to judge the validity of political arguments.	The voting age should not be lowered to 16
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	The ban is not ineffective in addressing the problem of obesity.	The ban is ineffective in addressing the problem of obesity. 	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Banning toys in fast food meals will create healthier food choices.	Banning toys in fast food meals will not create healthier food choices.	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Such bans are not easy to side step.	Such bans are easy to side step. 	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	There are not alternative methods of distributing the toys.	There are alternative methods of distributing the toys.	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	A variant means not to sell the toys separately can be used as an incentive for future food discounts.	A variant means to sell the toys separately can be used as an incentive for future food discounts.	The sale of children’s toys as part of fast food meals must not be prohobited.
0	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	 good nutrition habits start during childhood.	Bad nutrition habits start during childhood. 	The sale of children’s toys as part of fast food meals must not be prohobited.
0	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Marketing aimed at children should not be subject to strict regulations.	Marketing aimed at children should be subject to strict regulations.	The sale of children’s toys as part of fast food meals must not be prohobited.
0	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Advertising should be allowed to seduce vulnerable children who do not understand what they want.	Advertising should not be allowed to seduce vulnerable children who do not understand what they want.	The sale of children’s toys as part of fast food meals must not be prohobited.
0	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Governemnt don't need more power over fast food advertising to force children to make the correct choices about their food.	Governemnt needs more power over fast food advertising to force children to make the correct choices about their food.	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	Advertising is not a part of a good business plan.	Advertising is a part of a good business plan. 	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	The sale of children’s toys as part of fast food meals must be prohobited.	A bad business needs to look to promote its mission.	A good business needs to look to promote its mission. 	The sale of children’s toys as part of fast food meals must not be prohobited.
1	0	0	During riots it might make sense to block access to social messaging networks	It is not better to monitor riots through the social media rioters are using	It is better to monitor riots through the social media rioters are using	During riots it might not make sense to block access to social messaging networks
0	0	0	During riots it might make sense to block access to social messaging networks	Non violent methods of disrupting riots must not be tried before using force	Non violent methods of disrupting riots must be tried before using force	During riots it might not make sense to block access to social messaging networks
0	0	0	During riots it might make sense to block access to social messaging networks	 would not stop riots from spreading	Would stop riots from spreading	During riots it might not make sense to block access to social messaging networks
0	0	0	The American Jobs Act should pass	The American Jobs Act will not Help the Long Term Unemployed	The American Jobs Act Will Help the Long Term Unemployed	The American Jobs Act should not pass
0	0	0	The American Jobs Act should pass	The American Job Acts came in handy for the people that are not unemployed for a long time,	The American Job Acts came in handy for the people that are unemployed for a long time,	The American Jobs Act should not pass
1	0	0	The American Jobs Act should pass	The American Jobs Act Will Help Successful Businesses	The American Jobs Act Will Not Help Successful Businesses	The American Jobs Act should not pass
0	0	0	The American Jobs Act should pass	The American Jobs Act spoil Small Business and Creates Jobs	The American Jobs Act Helps Small Business and Creates Jobs	The American Jobs Act should not pass
0	0	0	The American Jobs Act should pass	The American Jobs Act is not good for the economy	The American Jobs Act is good for the economy	The American Jobs Act should not pass
0	0	0	The American Jobs Act should pass	Creation of job is not central the the American Jobs Act	Creation of job is central the the American Jobs Act	The American Jobs Act should not pass
1	0	0	The American Jobs Act should pass	The American Jobs Act is Deficit Neutral	The American Jobs Act is Not Deficit Neutral	The American Jobs Act should not pass
0	0	0	Hacking Can Be Justified	Hacks not to improve a product.	Hacks to improve a product.	Hacking can not Be Justified
1	0	0	Hacking Can Be Justified	Stealing and invading privacy is not fundamentally wrong.	Stealing and invading privacy is fundamentally wrong.	Hacking can not Be Justified
0	0	0	Hacking Can Be Justified	5. Hacks not to uncover or expose criminal activity, corruption or corporate malpractice	5. Hacks to uncover or expose criminal activity, corruption or corporate malpractice	Hacking can not Be Justified
1	0	0	Governments Should Actively Promote Multiculturalism	Multiculturalism is not antithetical to liberal democracy‏.	Multiculturalism is antithetical to liberal democracy‏.	Governments should not Actively Promote Multiculturalism
1	0	0	Governments Should Actively Promote Multiculturalism	Multiculturalism means that noone is the same, and then nobody is happy.	Multiculturalism means that everyone is the same, and then nobody is happy. 	Governments should not Actively Promote Multiculturalism
0	0	0	Governments Should Actively Promote Multiculturalism	Multiculturalism promotes less tolerant societies	Multiculturalism promotes more tolerant societies 	Governments should not Actively Promote Multiculturalism
0	0	0	Governments Should Actively Promote Multiculturalism	Those countries that embrace and exchange cultures usually don't have healthier democracies.	Those countries that embrace and exchange cultures usually have healthier democracies.	Governments should not Actively Promote Multiculturalism
0	0	0	Governments Should Actively Promote Multiculturalism	Multiculturalism is not morally justified	Multiculturalism is morally justified 	Governments should not Actively Promote Multiculturalism
1	0	0	Governments Should Actively Promote Multiculturalism	Multiculturalism does create diverse societies; it creates politically correct societies.	Multiculturalism doesn't create diverse societies; it creates politically correct societies.	Governments should not Actively Promote Multiculturalism
1	0	0	Governments Should Actively Promote Multiculturalism	Politically correct societies remain so until someone decides that homogeneity is a good thing and then trouble begins.	Politically correct societies remain so until someone decides that homogeneity is not a good thing and then trouble begins.	Governments should not Actively Promote Multiculturalism
0	0	0	Governments Should Actively Promote Multiculturalism	Understanding diversity and all the different cultures around the world is not the key to world peace.	Understanding diversity and all the different cultures around the world is the key to world peace.	Governments should not Actively Promote Multiculturalism
0	0	0	Governments Should Actively Promote Multiculturalism	True progress comes when people take the time not to understand other cultures - other people's beliefs and customs.	True progress comes when people take the time to understand other cultures - other people's beliefs and customs.	Governments should not Actively Promote Multiculturalism
1	0	0	We should believe in corporal punishment for adult offenders	Social problems can not be solved without resorting to physical punishments.	Social problems can be solved without resorting to physical punishments.	We should not believe in corporal punishment for adult offenders
1	0	0	We should believe in corporal punishment for adult offenders	States' duty not to avoid the use of force when solving social problems	States' duty to avoid the use of force when solving social problems	We should not believe in corporal punishment for adult offenders
1	0	0	We should believe in corporal punishment for adult offenders	It is not the duty of the state to avoid using corporal punishment when they need to solve social problems.	It is the duty of the state to avoid using corporal punishment when they need to solve social problems.	We should not believe in corporal punishment for adult offenders
1	0	0	We should believe in corporal punishment for adult offenders	Corporal punishment is a good idea when solving social problems.	Corporal punishment isn't a good idea when solving social problems.	We should not believe in corporal punishment for adult offenders
1	0	0	We should believe in corporal punishment for adult offenders	States’ duty not to avoid the use of force when solving social problems	States’ duty to avoid the use of force when solving social problems	We should not believe in corporal punishment for adult offenders
1	0	0	We should believe in corporal punishment for adult offenders	Flogging will not be over-utilised, rehabilitation will be under-utilised	Flogging will be over-utilised, rehabilitation will be under-utilised 	We should not believe in corporal punishment for adult offenders
0	0	0	Religions Should Not Qualify as Charities	Normal Charities are not More Focused on Their Mission	Normal Charities Are More Focused on Their Mission	Religions Should Qualify as Charities
0	0	0	The US should immediately close Guantanamo Bay.	Guantanamo Bay’s glut of Transparency Counters American Interests.	Guantanamo Bay’s Lack of Transparency Counters American Interests.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	American interests are not counted by Guantanamo Bay's lack of transparency.	American interests are counted by Guantanamo Bay's lack of transparency.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	The interests of America are not undone by the lack of transparency of Guantanamo Bay.	The interests of America are undone by the lack of transparency of Guantanamo Bay.	The US should not immediately close Guantanamo Bay.
1	0	0	The US should immediately close Guantanamo Bay.	Release is the Solution	Release is not the Solution	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Gauntanamo Bay is not detrimental to foreign relations for United States.	Gauntanamo Bay is detrimental to foreign relations for United States.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Human Rights are not violated by the continued use of Guantanamo Bay.	Human Rights are violated by the continued use of Guantanamo Bay.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	The Guantanamo Bay facility is not detrimental to Human Rights.	The Guantanamo Bay facility is detrimental to Human Rights.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Guantanamo Bay is not a Symbol of Muslim Discrimination that Fuels Terrorist Sentiments	Guantanamo Bay is a Symbol of Muslim Discrimination that Fuels Terrorist Sentiments	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Terrorist sentiments are not fueled by the symbol of Muslim discrimination that is Guantanamo Bay.	Terrorist sentiments are fueled by the symbol of Muslim discrimination that is Guantanamo Bay.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Guantanamo Bay creates an image of Muslim discrimination that continues not to increase terrorist sentiments.	Guantanamo Bay creates an image of Muslim discrimination that continues to increase terrorist sentiments.	The US should not immediately close Guantanamo Bay.
0	0	0	The US should immediately close Guantanamo Bay.	Conditions at Guantanamo are not unjust and unacceptable:	Conditions at Guantanamo are unjust and unacceptable: 	The US should not immediately close Guantanamo Bay.
0	0	0	We should limit the right to bear arms	Sports shooting desensitizes people not to the lethal nature of firearms	Sports shooting desensitizes people to the lethal nature of firearms	We should not limit the right to bear arms
0	0	0	We should limit the right to bear arms	It's a slippery slope from sports shooting not to increased desensitization of the lethal nature of guns.	It's a slippery slope from sports shooting to increased desensitization of the lethal nature of guns. 	We should not limit the right to bear arms
0	0	0	We should limit the right to bear arms	 Not to engage in sports shooting is a step towards complete desensitization to the harm imposed by firearms.	To engage in sports shooting is a step towards complete desensitization to the harm imposed by firearms. 	We should not limit the right to bear arms
0	0	0	We should limit the right to bear arms	A handgun ban increase crime and deaths	A handgun ban reduces crime and deaths	We should not limit the right to bear arms
0	0	0	We should limit the right to bear arms	The result of a handgun ban is not lower crime and fewer deaths.	The result of a handgun ban is lower crime and fewer deaths.	We should not limit the right to bear arms
0	0	0	We should limit the right to bear arms	Lower crime rates and fewer deaths result when handguns are not banned in a city.	Lower crime rates and fewer deaths result when handguns are banned in a city.	We should not limit the right to bear arms
1	0	0	We should limit the right to bear arms	Hand Guns are not Required For Self Defence.	Hand Guns Are Required For Self Defence.	We should not limit the right to bear arms
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Defending hip hop artists’ right not to free speech	Defending hip hop artists’ right to free speech	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	 noone deserves free speech	everyone deserves free speech	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	hip hop artists don't have a right to free speech	hip hop artists have a right to free speech	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	ban music that glorifies crime because of the influence it doesn't have on children	ban music that glorifies crime because of the influence it has on children	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	music that glorifies crime should not be banned	music that glorifies crime should be banned	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	music that glorifies crime don't need to be banned	music that glorifies crime needs to be banned	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	It is not dangerous to censor art.	It is dangerous to censor art.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Censoring art is not extremely bad.	Censoring art is extremely bad.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Music depicting violence not to women causes and sustains the cycle of violence.	Music depicting violence to women causes and sustains the cycle of violence.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	people are not influenced by violent music	people are influenced by violent music	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	violent music protect families	violent music harms families 	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	 Not to ban music that encourages violence against women would be done with the intention of protecting women; if it is necessary to paint them as the victims of violence that they are, that is a small price to pay. Furthermore, bans on child pornography would	To ban music that encourages violence against women would be done with the intention of protecting women; if it is necessary to paint them as the victims of violence that they are, that is a small price to pay. Furthermore, bans on child pornography would	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	If we change violent music, we can not end the violence in society.	If we change violent music, we can end the violence in society.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Violence is not music leads to violence in real life, so ending violent music would lessen violence in real life.	Violence is music leads to violence in real life, so ending violent music would lessen violence in real life.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	A change is not needed to stop the cycle of violence.	A change is needed to stop the cycle of violence.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Harmful speech don't need to be filtered	Harmful speech needs to be filtered	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	When harmful speech is not glorified in music, it leads to bad things in real life.	When harmful speech is glorified in music, it leads to bad things in real life. 	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Filtering hate speech will not keep it out of the mainstream and out of our lives.	Filtering hate speech will keep it out of the mainstream and out of our lives.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	People are not justified in listening to violent music	People are justified in listening to violent music	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	People don't have the right to listen to whatever music they want to.	People have the right to listen to whatever music they want to.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Violent music can not be listened to without people going out and doing what the music says.	Violent music can be listened to without people going out and doing what the music says.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	A ban is not necessary for progress in the status of women.	A ban is necessary for progress in the status of women.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	 Not to ban violent music against weapon is to support positive status of women in society.	To ban violent music against weapon is to support positive status of women in society.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Music depicting violence against women encourages men (and women) to respect women.	Music depicting violence against women encourages men (and women) not to respect women.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Both sexes are not encouraged lose respect for women when music depicts violence against women.	Both sexes are encouraged lose respect for women when music depicts violence against women.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Music depicting violence for women discourages respect of women in men and women.	Music depicting violence against women discourages respect of women in men and women.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	The violent music discourage disrespect toward women	The violent music encourages disrespect toward women	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Music about violence against women  does help the perception of women	Music about violence against women  doesn't help the perception of women	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	It would not be easy to apply restrictions on music.	It would be easy to apply restrictions on music.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	It would not be highly impractical to ban this music glorifying violence.	It would be highly impractical to ban this music glorifying violence.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	It would be at all practical to ban music glorifying violence.	It would not be at all practical to ban music glorifying violence.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Banning this music that glorifies violence is not totally impractical.	Banning this music that glorifies violence is totally impractical.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	It is realistic to expect a ban of violent music	It is not realistic to expect a ban of violent music	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	 Not to ban this type of music encourages the viewing of women as helpless, victim figures.	To ban this type of music encourages the viewing of women as helpless, victim figures.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Women would not be seen as helpless victims if we banned this type of music.	Women would be seen as helpless victims if we banned this type of music.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	 It would not encourage the viewing of women as helpless victims if this type of music was banned.	 It would encourage the viewing of women as helpless victims if this type of music was banned.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	Banning the music would not only make women seen more like victims	Banning the music would only make women seen more like victims	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
1	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	By banning the music, women will not continue to be viewed as helpless	By banning the music, women will continue to be viewed as helpless	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	This type of music is degrading to everyone, just women.	This type of music is degrading to everyone, not just women.	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	Music containing lyrics that glorify violent and criminal lifestyles should be banned	this music protect women and others	this music harms women and others	Music containing lyrics that glorify violent and criminal lifestyles should not be banned
0	0	0	The niqab and other face coverings in schools must be banned	It casue no problems in schools	It causes problems in schools	The niqab and other face coverings in schools must not be banned
0	0	0	The niqab and other face coverings in schools must be banned	The veil is not a symbol of oppression on women	The veil is a symbol of oppression on women	The niqab and other face coverings in schools must not be banned
0	0	0	The niqab and other face coverings in schools must be banned	Women are not oppressed by face and hair coverings	Women are oppressed by face and hair coverings	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	It’s a personal matter – it does concern others	It’s a personal matter – it doesn’t concern others	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	Religious clothing is not a matter of personal choice	Religious clothing is a matter of personal choice	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	No one should not tell others how to dress	No one should tell others how to dress	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	Its personal. Why does it matter not to others.	Its personal. Why does it matter to others.	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	It is not their culture and religion!	It is their culture and religion!	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	Face coverings like niqab are not a part of their religion and should be allowed.	Face coverings like niqab are a part of their religion and should be allowed.	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	It's right for people to be forced to cover their religious face coverings since it's their culture.	It's not right for people to be forced to cover their religious face coverings since it's their culture.	The niqab and other face coverings in schools must not be banned
0	0	0	The niqab and other face coverings in schools must be banned	It casue no division within society	It causes division within society	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	If you ban it, you don't have to ban everything else	If you ban it, you have to ban everything else	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	Bans on religious clothing could not be a slippery slope	Bans on religious clothing could be a slippery slope	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	If you ban muslim clothing than you'll don't have to start banning catholic or jewish clothing too	If you ban muslim clothing than you'll have to start banning catholic or jewish clothing too	The niqab and other face coverings in schools must not be banned
1	0	0	The niqab and other face coverings in schools must be banned	It is not a racism starter	It is a racism starter	The niqab and other face coverings in schools must not be banned
0	0	0	The world should go vegan	 It will not facilitate world food distribution	 It will facilitate world food distribution	The world should not go vegan
1	0	0	The world should go vegan	Eating meat doesn't have been an essential part of human evolution for 2.3 million years.	Eating meat has been an essential part of human evolution for 2.3 million years. 	The world should not go vegan
1	0	0	The world should go vegan	Our bodies were designed for a vegan diet	Our bodies were not designed for a vegan diet	The world should not go vegan
1	0	0	The world should go vegan	The evolution of humanity doesn't have progressed due to meat eating for 2.3 million years.	The evolution of humanity has progressed due to meat eating for 2.3 million years.	The world should not go vegan
1	0	0	The world should go vegan	It doesn't have been vital for humans to eat meat for over 2 million years.	It has been vital for humans to eat meat for over 2 million years.	The world should not go vegan
0	0	0	The world should go vegan	Meat consumption should be reduced, but does need to be eradicated	Meat consumption should be reduced, but does NOT need to be eradicated	The world should not go vegan
1	0	0	The world should go vegan	A Vegan diet would be practical in most parts of the world	A Vegan diet would not be practical in most parts of the world	The world should not go vegan
0	0	0	The world should go vegan	A vegetarian diet increase overuse of antibiotics.	A vegetarian diet reduces overuse of antibiotics. 	The world should not go vegan
0	0	0	The world should go vegan	Anitbiotics are used in vegetarian foods.	Anitbiotics aren't used in vegetarian foods.	The world should not go vegan
1	0	0	The world should go vegan	Vegetarian diets are necessarily better for the environment.	Vegetarian diets are not necessarily better for the environment. 	The world should not go vegan
1	0	0	The world should go vegan	There is not no evidence that vegetarian diets help the environment.	There is no evidence that vegetarian diets help the environment. 	The world should not go vegan
1	0	0	The world should go vegan	People who eat meat are harming the environment.	People who eat meat are not harming the environment. 	The world should not go vegan
1	0	0	The world should go vegan	Vegetarian diets are always more environmentally friendly	Vegetarian diets aren't always more environmentally friendly	The world should not go vegan
1	0	0	The world should go vegan	Vegetarianism does always help the environment	Vegetarianism doesn't always help the environment	The world should not go vegan
0	0	0	The world should go vegan	Human anatomy doesn't have evolved to support a primarily vegetarian diet.	Human anatomy has evolved to support a primarily vegetarian diet. 	The world should not go vegan
0	0	0	The world should go vegan	The human body doesn't have changed over time to be able to handle a largely vegetarian diet	The human body has changed over time to be able to handle a largely vegetarian diet	The world should not go vegan
0	0	0	The world should go vegan	The internal organs of humans don't have changed over time to support a diet that is free of meat	The internal organs of humans have changed over time to support a diet that is free of meat	The world should not go vegan
0	0	0	The world should go vegan	A vegetarian diet increase the chances of developing kidney stones and gallstones.	A vegetarian diet reduces the chances of developing kidney stones and gallstones. 	The world should not go vegan
0	0	0	The world should go vegan	Risk of kidney stones and gallstones can not be reduced with a vegetarian diet.	Risk of kidney stones and gallstones can be reduced with a vegetarian diet.	The world should not go vegan
1	0	0	The world should go vegan	Vegetarians do live longer.	Vegetarians do not live longer. 	The world should not go vegan
1	0	0	The world should go vegan	Vegetarians don't have average lifespans	Vegetarians have average lifespans	The world should not go vegan
0	0	0	The world should go vegan	Studies show that vegetarians are not up to 40% less likely to develop cancer than meat eaters.	Studies show that vegetarians are up to 40% less likely to develop cancer than meat eaters. 	The world should not go vegan
0	0	0	The world should go vegan	 vegetarians are not 40 % less likely to have cancer	 vegetarians are 40 % less likely to have cancer	The world should not go vegan
0	0	0	The world should go vegan	The risk of heart disease is not reduced in people who adhere to a vegetarian diet.	The risk of heart disease is reduced in people who adhere to a vegetarian diet.	The world should not go vegan
0	0	0	The world should go vegan	A vegetarian diet provides a less healthful form of iron than a meat-based diet.	A vegetarian diet provides a more healthful form of iron than a meat-based diet. 	The world should not go vegan
