Label	x	y	claim	perspective	opposite_perspective
0	0	0	Drones Should Be Used to Take Out Enemy Combatants	Drone strikes target individuals who may not be terrorists or enemy combatants. 	Drone strikes target individuals who may be terrorists or enemy combatants.
0	0	0	Drones Should Be Used to Take Out Enemy Combatants	Drone strikes can't reduce the number of terrorists. 	Drone can reduce the number of terrorists.
0	0	0	Drones Should Be Used to Take Out Enemy Combatants	Not enough legal oversight prevents the accountability resulting from secret drone strikes.	 enough legal oversight prevents the accountability resulting from secret drone strikes.
0	0	0	Drones Should Be Used to Take Out Enemy Combatants	Drone strikes mostly kill low-value targets who are not significant threats to US safety and security. 	Drone strikes mostly kill low-value targets who are significant threats to US safety and security.
0	0	0	Drones Should Be Used to Take Out Enemy Combatants	Drone strikes are often not targeting high value targets.	Drone strikes are often targeting high value targets.
0	0	0	Evolution has Disproved Creationism	Evolution does not explain morals or guidelines to a way of life.	Evolution does explain morals or guidelines to a way of life.
1	0	0	Evolution has Disproved Creationism	Creationism can't explain the fossil record.	 can explain the fossil record.
0	0	0	Evolution has Disproved Creationism	Much of the complexity of life cannot be explained by evolution, but is perfectly explained by Creationism.	Much of the complexity of life can be explained by evolution, but is perfectly explained by Creationism.
0	0	0	Evolution has Disproved Creationism	Creationism has theoretical answers to questions evolution can't answer.	Creationism has theoretical answers to questions can answer.
0	0	0	Evolution has Disproved Creationism	Evolution cannot answer irreducible complexity like Creationism can.	Evolution can answer irreducible complexity like Creationism can.
1	0	0	Evolution has Disproved Creationism	Creationism isn't supported by the scientific community.	Creationism is supported by the scientific community.
0	0	0	National service should be re-introduced	The military does not want conscription	The military does want conscription
0	0	0	National service should be re-introduced	The military feels that conscription is not the right answer. 	The military feels that conscription is the right answer.
0	0	0	National service should be re-introduced	Constriction is not something the military is interested in. 	Constriction is something the military is interested in.
0	0	0	National service should be re-introduced	Conscientious objectors would, under the national service, not be treated equitably. 	Conscientious objectors would, under the national service, be treated equitably.
0	0	0	Voting should be compulsory in the UK	If people are forced to vote, they will not have the information needed to vote intelligently.	If people are forced to vote, they will have the information needed to vote intelligently.
0	0	0	Voting should be compulsory in the UK	A vote cast by someone who does not want to vote is unlikely to be based on careful consideration.	A vote cast by someone who does want to vote is unlikely to be based on careful consideration.
0	0	0	Voting should be compulsory in the UK	The right not to vote	The right to vote
0	0	0	Voting should be compulsory in the UK	Compulsory Voting Does not enhance democracy	Compulsory Voting Does enhance democracy
0	0	0	Voting should be compulsory in the UK	Democracy is based on the freedom to vote or not.	Democracy is based on the freedom to vote or .
0	0	0	Voting should be compulsory in the UK	People can only make free choices if they want to, not because the state makes them	People can only make free choices if they want to, because the state makes them
0	0	0	Voting should be compulsory in the UK	What's the point of voting as politicians don't listen to the public anyways	What's the point of voting as politicians do listen to the public anyways
0	0	0	Voting should be compulsory in the UK	Voting does not make sense as a rewardable/punishable action.	Voting does make sense as a rewardable/punishable action.
0	0	0	Voting should be compulsory in the UK	You can persuade to vote but you can't force someone to do it.	You can persuade to vote but can force someone to do it.
0	0	0	Users of extremist websites should be punished	Criminalisation will not stop radicalisation	Criminalisation will stop radicalisation
0	0	0	Users of extremist websites should be punished	Radicalisation cannot be stopped by criminalisation	Radicalisation can be stopped by criminalisation
1	0	0	Users of extremist websites should be punished	Extremist should not be allowed to use internet	Extremist should be allowed to use internet
1	0	0	Users of extremist websites should be punished	The internet is an echo chamber that will confirm extremists in their views if not stopped	The internet is an echo chamber that will confirm extremists in their views if stopped
0	0	0	Users of extremist websites should be punished	Problems are not going to be stopped by criminalisation	Problems are going to be stopped by criminalisation
0	0	0	Users of extremist websites should be punished	Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.	Freedoms are earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.
0	0	0	Children should not be allowed to inherit vast wealth as this damages them and society	Society would be damaged if people could not satisfy the procreative urge by enriching their children, as this would demotivate them.	Society would be damaged if people could satisfy the procreative urge by enriching their children, as this would demotivate them.
0	0	0	The People’s Republic of China should invade North Korea	Is not worth the price	Is worth the price
0	0	0	The UK Should Leave the European Union	one point that is always not mentioned is the EU is part of the New World Order	one point that is always mentioned is the EU is part of the New World Order
1	0	0	The UK Should Leave the European Union	UK will not be entangled	UK will be entangled
0	0	0	Keep the Sabbath as a Day of Rest	People should be allowed to take their leisure at their own convenience and not on the basis of religious decree 	People should be allowed to take their leisure at their own convenience and on the basis of religious decree
0	0	0	Keep the Sabbath as a Day of Rest	Recreation should be when people want, not when told to by religion	Recreation should be when people want, when told to by religion
0	0	0	Civil society should be granted a wider participation in Africa’s political life	Western European experiences do not demonstrate that civil society’s involvement in politics would be positive in the African context	Western European experiences do demonstrate that civil society’s involvement in politics would be positive in the African context
0	0	0	Civil society should be granted a wider participation in Africa’s political life	History has shown that western European involvement would not be beneficial to Africa.	History has shown that western European involvement would be beneficial to Africa.
0	0	0	Send Yanukovych to The Hague	Could not be tried for all his crimes	Could be tried for all his crimes
0	0	0	It should be allowed to have military recruitment in schools	Military recruiters downplay the risks of a military career, tempting schoolchildren into a career they would not have chosen with honest information.	Military recruiters downplay the risks of a military career, tempting schoolchildren into a career they would have chosen with honest information.
0	0	0	It should be allowed to have military recruitment in schools	Military recruiters decieve children about the risks of a military career, tempting them into a career they would not choose with honest information.	Military recruiters decieve children about the risks of a military career, tempting them into a career they would choose with honest information.
0	0	0	It should be allowed to have military recruitment in schools	Since schoolchildren would not chose a military career with honest information, military recruiters downplay the risks of a military career to tempt them.	Since schoolchildren would chose a military career with honest information, military recruiters downplay the risks of a military career to tempt them.
1	0	0	It should be allowed to have military recruitment in schools	The purpose of the military entering schools is not solely recruitment but awareness	The purpose of the military entering schools is solely recruitment but awareness
1	0	0	It should be allowed to have military recruitment in schools	The military enters schools to promote awareness, not just recruitment.	The military enters schools to promote awareness, just recruitment.
1	0	0	It should be allowed to have military recruitment in schools	The military enters schools not only for recruitment, but also to promote awareness.	The military enters schools only for recruitment, but also to promote awareness.
0	0	0	It should be allowed to have military recruitment in schools	The military should not target children for service as they are too young.	The military should target children for service as they are too young.
0	0	0	Deny Organs to Non-Donors	People may have valid religious reasons not to donate organs	People may have valid religious reasons to donate organs
0	0	0	Domestic intelligence agencies have a legitimate role to play in democracy	Domestic intelligence agencies cannot be controlled	Domestic intelligence agencies can be controlled
0	0	0	Domestic intelligence agencies have a legitimate role to play in democracy	The government does not have the right to spy on its citizens	The government does have the right to spy on its citizens
0	0	0	Domestic intelligence agencies have a legitimate role to play in democracy	Government sponsored domestic intelligence cannot be allowed to spy on citizens.	Government sponsored domestic intelligence can be allowed to spy on citizens.
0	0	0	Domestic intelligence agencies have a legitimate role to play in democracy	Citizens have the right to expect privacy and not be spied on by domestic intelligence agencies.	Citizens have the right to expect privacy and be spied on by domestic intelligence agencies.
0	0	0	Labels on food must be mandated to encourage people to eat better	Food labeling does not change consumer behavior	Food labeling does change consumer behavior
0	0	0	Labels on food must be mandated to encourage people to eat better	Consumers do not change their buying habits based on the absence or presence of labels.	Consumers do change their buying habits based on the absence or presence of labels.
1	0	0	Turkey is not a democracy	Turkey does not have the freedoms associated with democracy	Turkey does have the freedoms associated with democracy
0	0	0	Men are the key to family planning in Uganda	Sexuality and family planning don't mix	Sexuality and family planning do mix
1	0	0	Remove the requirement for Catholic Priests to take a vow of celibacy	If priests were not forced to be celibate, the issue of child rate would not be as widespread.	If priests were forced to be celibate, the issue of child rate would not be as widespread.
0	0	0	Homework is beneficial	Homework doesn't help low-income students succeed.	Homework does help low-income students succeed.
0	0	0	Homework is beneficial	Small children are not helped by having homework.	Small children are helped by having homework.
0	0	0	Homework is beneficial	Assigning large amounts of homework isn't good for students.	Assigning large amounts of homework is good for students.
1	0	0	Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government	Financial assistance is not the government’s duty	Financial assistance is the government’s duty
1	0	0	Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government	The government is not responsible for financial assistance	The government is responsible for financial assistance
1	0	0	Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government	The government shouldn't pay for financial assistance	The government should pay for financial assistance
1	0	0	The ICC is not an effective deterrent	One conviction in 10 years doesn't deter anything.	One conviction in 10 years does deter anything.
1	0	0	The music that glorifies violence against women should be banned	Music depicting violence against women encourages men (and women) not to respect women.	Music depicting violence against women encourages men (and women) to respect women.
1	0	0	The music that glorifies violence against women should be banned	Music about violence against women  doesn't help the perception of women	Music about violence against women  does help the perception of women
0	0	0	The music that glorifies violence against women should be banned	It would not be at all practical to ban music glorifying violence.	It would be at all practical to ban music glorifying violence.
0	0	0	The music that glorifies violence against women should be banned	It is not realistic to expect a ban of violent music	It is realistic to expect a ban of violent music
1	0	0	The music that glorifies violence against women should be banned	This type of music is degrading to everyone, not just women.	This type of music is degrading to everyone, just women.
0	0	0	Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt	A tax exemption is a privilege, not a right. 	A tax exemption is a privilege, a right.
0	0	0	Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt	Exempting churches from taxation costs the government billions of dollars in lost revenue, which it cannot afford, especially in tough economic times. 	Exempting churches from taxation costs the government billions of dollars in lost revenue, which it can afford, especially in tough economic times.
0	0	0	Workers in the Transport Sectors Should Be Banned From Going On Strike	Banning Strikes doesn't stop them, but hides them (non solvency)  	Banning Strikes does stop them, but hides them (non solvency)  
0	0	0	Workers in the Transport Sectors Should Be Banned From Going On Strike	Bans don't stop strikes, they just force unions to use other means.	Bans do stop strikes, they just force unions to use other means.
0	0	0	Workers in the Transport Sectors Should Be Banned From Going On Strike	A ban on unions wouldn't be effective, since the unions would just do something else.	A ban on unions would be effective, since the unions would just do something else.
1	0	0	Workers in the Transport Sectors Should Be Banned From Going On Strike	Unions shouldn't be able to strike, since it gives them too much power over their employer.	Unions should be able to strike, since it gives them too much power over their employer.
1	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	The United States must not allow it's atomic weaponry programs to become compromised. 	The United States must allow it's atomic weaponry programs to become compromised.
0	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	It was not necessary to use atomic weapons on a population centre	It was necessary to use atomic weapons on a population centre
0	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	It is not required to bomb large cities.	It is required to bomb large cities.
0	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	Using atomic weapons in a populated area was not necessary.	Using atomic weapons in a populated area was necessary.
0	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	The bombing was wrong and not moral.	The bombing was wrong and moral.
0	0	0	The use of atomic bombs against Hiroshima and Nagasaki was justified	Not only was the bombing illegal, it was morally wrong!	 only was the bombing illegal, it was morally wrong!
1	0	0	Open primaries are the most effective method of selecting candidates for elections	Open primaries make it so that voters aren't locked into single party stance voting.	Open primaries make it so that voters are locked into single party stance voting.
0	0	0	NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban	The Taliban supports terrorist organizations, so they are not to be trusted. 	The Taliban supports terrorist organizations, so they are to be trusted.
0	0	0	NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban	you can not trust the taliban because of their support of terrorist groups. 	you can trust the taliban because of their support of terrorist groups.
0	0	0	NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban	The Taliban is a cruel and undemocratic regime, and so it should not be given any power.	The Taliban is a cruel and undemocratic regime, and so it should be given any power.
0	0	0	NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban	the taliban should not be given power. 	the taliban should be given power.
0	0	0	Take a visit the Yasukuni Shrine	War criminals should not be honored, even after they're dead.	War criminals should be honored, even after they're dead.
0	0	0	Any work that is not released under a creative commons license shouldn't be funded	Creative commons is not a good option for many government works	Creative commons is a good option for many government works
0	0	0	Any work that is not released under a creative commons license shouldn't be funded	Government tends not to like creative commons.	Government tends to like creative commons.
0	0	0	Any work that is not released under a creative commons license shouldn't be funded	It's best for government not to use creative commons as an option. 	It's best for government to use creative commons as an option.
0	0	0	Inheritance tax should be raised to 100% for everyone born in the UK	Not everyone who passes on cash in their will is a millionaire	 everyone who passes on cash in their will is a millionaire
0	0	0	The EU should engage in further enlargement	Possible financial instability does not warrant the EU accepting new members.	Possible financial instability does warrant the EU accepting new members.
0	0	0	The EU should engage in further enlargement	Richer countries will not benefit from adding poorer countries to the EU.	Richer countries will benefit from adding poorer countries to the EU.
0	0	0	Private universities in the UK must be encouraged	The principle of the invisible hand does not benefit universities.	The principle of the invisible hand does benefit universities.
0	0	0	Sadomasochism must be decriminalized	It is not possible to meaningfully consent to sadomasochistic sex	It is possible to meaningfully consent to sadomasochistic sex
1	0	0	An international ban should be placed on the export of nuclear reactor technology	Humanitarian missions would not be possible in states that have nuclear weapons.	Humanitarian missions would be possible in states that have nuclear weapons.
0	0	0	An international ban should be placed on the export of nuclear reactor technology	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons	all countries are entitled to self defense with nuclear weapons, even when they do have the capacity to carry conventional weapons
1	0	0	An international ban should be placed on the export of nuclear reactor technology	[Iran specific] Others, particularly Israel, would act if the United States did not	[Iran specific] Others, particularly Israel, would act if the United States did 
1	0	0	An international ban should be placed on the export of nuclear reactor technology	If the US does not act on Iran, Israel will	If the US does act on Iran, Israel will
1	0	0	Have no elections rather than sham elections	Not having any elections is honest.	 having any elections is honest.
0	0	0	Have no elections rather than sham elections	Sham elections do not mean the elections have no influence or impact. 	Sham elections do mean the elections have no influence or impact.
0	0	0	Have no elections rather than sham elections	Just because an election is fake does not mean it will not have an impact.	Just because an election is fake does mean it will not have an impact.
0	0	0	Polls are accurate predictors of election results	Not all polls are accurate, except for exit poll. 	 all polls are accurate, except for exit poll.
0	0	0	Polls are accurate predictors of election results	Voting is not a predetermined decision	Voting is a predetermined decision
0	0	0	Polls are accurate predictors of election results	Voting is an exercise of freedom, not predetermination.	Voting is an exercise of freedom, predetermination.
0	0	0	Polls are accurate predictors of election results	What happens in polls does not determine what will happen in voting. 	What happens in polls does determine what will happen in voting.
0	0	0	There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God	Numbers Are Not Real but Quatities Are.	Numbers Are Real but Quatities Are.
0	0	0	France is right to intervene in Mali	Western countries should not be interfering in African internal affairs	Western countries should be interfering in African internal affairs
1	0	0	Hillary Clinton would make a better president for America	Hillary Clinton would have stood up to the banking industry whereas Barack Obama has not.	Hillary Clinton would have stood up to the banking industry whereas Barack Obama has .
0	0	0	Hillary Clinton would make a better president for America	Clinton does not represent young Americans	Clinton does represent young Americans
0	0	0	Hillary Clinton would make a better president for America	Hillary Clinton does not connect with young United State's citizens.	Hillary Clinton does connect with young United State's citizens.
0	0	0	Hillary Clinton would make a better president for America	Hillary Clinton does not empower or interest the young in America.	Hillary Clinton does empower or interest the young in America.
0	0	0	Hillary Clinton would make a better president for America	Clinton doesn't represent young people	Clinton does represent young people
0	0	0	Hillary Clinton would make a better president for America	Clinton does not represent anyone young	Clinton does represent anyone young
0	0	0	Online gambling has to be banned	A ban on online gambling would not feasible because police would not be able to enforce it.	A ban on online gambling would feasible because police would not be able to enforce it.
1	0	0	Online gambling has to be banned	Gambling is not good for someone like you.	Gambling is good for someone like you.
1	0	0	Online gambling has to be banned	You should not gamble because it is bad.	You should gamble because it is bad.
0	0	0	Online gambling has to be banned	Government officials only oppose online gambling because it is not taxed.	Government officials only oppose online gambling because it is taxed.
1	0	0	A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction	Sharks do not produce the quantity of young in order to replenish population deficiencies attributed to overfishing	Sharks do produce the quantity of young in order to replenish population deficiencies attributed to overfishing
1	0	0	A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction	Sharks don't produce the amount of young in order to replenish population deficits attributed to overfishing.	Sharks do produce the amount of young in order to replenish population deficits attributed to overfishing.
1	0	0	A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction	Sharks cannot produce the quantity of young needed to replenish their populations as a result of overfishing.	Sharks can produce the quantity of young needed to replenish their populations as a result of overfishing.
0	0	0	A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction	Not allowing Shark's fin soup will just put it on the black market	 allowing Shark's fin soup will just put it on the black market
1	0	0	Use of goal line technology in football is overdue, and can only lead to benefits.	The benefits far outweigh the costs of not using the technology	The benefits far outweigh the costs of using the technology
0	0	0	The 2022 Football World Cup must be moved to the winter	It wouldn't be just to move now for the other bidders.	It would be just to move now for the other bidders.
1	0	0	The 2022 Football World Cup must be moved to the winter	A sporting event in the heat of a desert summer will not be a pleasant experience for the fans	A sporting event in the heat of a desert summer will be a pleasant experience for the fans
1	0	0	The 2022 Football World Cup must be moved to the winter	heat is not good for sports	heat is good for sports
0	0	0	The threat of Climate Change is exaggerated	Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), not by human activity. 	Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), by human activity.
0	0	0	The threat of Climate Change is exaggerated	Deep ocean currents, not human activity, are a primary driver of natural climate warming and cooling cycles. 	Deep ocean currents, human activity, are a primary driver of natural climate warming and cooling cycles.
0	0	0	The threat of Climate Change is exaggerated	The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, not the result of human caused climate change. 	The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, the result of human caused climate change.
0	0	0	The threat of Climate Change is exaggerated	Rising levels of atmospheric CO2 do not necessarily cause global warming, which contradicts the core thesis of human-caused climate change. 	Rising levels of atmospheric CO2 do necessarily cause global warming, which contradicts the core thesis of human-caused climate change.
0	0	0	The threat of Climate Change is exaggerated	Glaciers have been growing and receding for thousands of years due to natural causes, not human activity. 	Glaciers have been growing and receding for thousands of years due to natural causes, human activity.
0	0	0	The threat of Climate Change is exaggerated	It is natural for glaciers to grow and recede, which does not necessarily have to do with human activities.  	It is natural for glaciers to grow and recede, which does necessarily have to do with human activities.  
0	0	0	The threat of Climate Change is exaggerated	Glaciers grow and recede by nature. Humans aren't responsible for it. 	Glaciers grow and recede by nature. Humans are responsible for it.
0	0	0	The threat of Climate Change is exaggerated	Increased hurricane activity and other extreme weather events are a result of natural weather patterns, not human-caused climate change. 	Increased hurricane activity and other extreme weather events are a result of natural weather patterns, human-caused climate change.
0	0	0	The threat of Climate Change is exaggerated	Extreme weathers events are caused by nature, not human activity.	Extreme weathers events are caused by nature, human activity.
0	0	0	The northern Ireland would be better off if united with the Republic of Ireland	The majority of the inhabitants of Northern Ireland do not support unification	The majority of the inhabitants of Northern Ireland do support unification
0	0	0	The northern Ireland would be better off if united with the Republic of Ireland	Unification is not supported in the Ireland factions.	Unification is supported in the Ireland factions.
0	0	0	There is life on other planets	Can't be proven	Can't be can be proven
0	0	0	There is life on other planets	are UFO's videos can't be proofs	are UFO's can be proofs
0	0	0	There is life on other planets	Not enough sources for life to be supported.	 enough sources for life to be supported.
0	0	0	There is life on other planets	Why have other life forces not made themselves known?	Why have other life forces made themselves known?
1	0	0	We must support the Scottish Independence	Devolution has demonstrated the ability of Scots to govern themselves not only as well as Westminster but with more civility	Devolution has demonstrated the ability of Scots to govern themselves only as well as Westminster but with more civility
1	0	0	It does matter where you go to university or college	Not every college is equally impressive.	 every college is equally impressive.
0	0	0	There Should be an English Parliament	We do not need another layer of representation	We do need another layer of representation
0	0	0	There Should be an English Parliament	Another layer of representation is not what we need,	Another layer of representation is what we need,
0	0	0	There Should be an English Parliament	Another layer of government will not be beneficial.	Another layer of government will be beneficial.
0	0	0	Danish newspapers should not have published cartoons depicting the Prophet Mohammed	Citizens of western liberal democracies should never be required to adhere to religious norms that they do not hold	Citizens of western liberal democracies should never be required to adhere to religious norms that they do hold
0	0	0	The Illegality Of Recreational Drugs Does More Harm Than Good	The government must not endorse the use of drugs, which are dangerous.	The government must endorse the use of drugs, which are dangerous.
1	0	0	The Illegality Of Recreational Drugs Does More Harm Than Good	Prohibition does not work; instead, it glamorizes drugs	Prohibition does work; instead, it glamorizes drugs
1	0	0	We should drop the sanctions against Cuba.	The casualties of the embargo are the civilians of Cuba, not the government as ideal.	The casualties of the embargo are the civilians of Cuba, the government as ideal.
1	0	0	We should drop the sanctions against Cuba.	The embargo harms the people of Cuba, not the government as intended. 	The embargo harms the people of Cuba, the government as intended.
1	0	0	We should drop the sanctions against Cuba.	Sanctions are not working	Sanctions are working
1	0	0	We should drop the sanctions against Cuba.	Where the people and not the government shoulder the burden, sanctions don't work.	Where the people and the government shoulder the burden, sanctions don't work.
1	0	0	We should drop the sanctions against Cuba.	The United States should not have different trading and travel policies for Cuba than for other countries with governments or policies it opposes. 	The United States should have different trading and travel policies for Cuba than for other countries with governments or policies it opposes.
1	0	0	We should drop the sanctions against Cuba.	Cubans can't join the digital era while under embargo due to lack of electronic access.	 can join the digital era while under embargo due to lack of electronic access.
0	0	0	We should drop the sanctions against Cuba.	The United States should maintain the Cuba embargo because Cuba has not met the conditions required to lift it. 	The United States should maintain the Cuba embargo because Cuba has met the conditions required to lift it.
1	0	0	We should drop the sanctions against Cuba.	The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States. 	The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does pose a threat to the United States.
1	0	0	We should drop the sanctions against Cuba.	The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is not a threat to the US.	The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is a threat to the US.
0	0	0	We should drop the sanctions against Cuba.	Open travel to Cuba has not yielded change so the embargo should continue.	Open travel to Cuba has yielded change so the embargo should continue.
1	0	0	We should drop the sanctions against Cuba.	Free trade, not the isolation of an embargo, can promote democracy in Cuba. 	Free trade, the isolation of an embargo, can promote democracy in Cuba.
0	0	0	We should drop the sanctions against Cuba.	Until the US knows who will replace Raul Castro, it does not make sense to put new policies in place.	Until the US knows who will replace Raul Castro, it does make sense to put new policies in place.
0	0	0	We should drop the sanctions against Cuba.	Cuba has not demonstrated a willingness to negotiate in good faith with the United States. 	Cuba has demonstrated a willingness to negotiate in good faith with the United States.
0	0	0	Tanzania’s taxation on mobile phones is a good model	Taxes cannot be justified while the network is poor	Taxes can be justified while the network is poor
0	0	0	We should support enforcing term limits on the executive branch of government	In some instances it may be better to not have term limits if there is a good leader at the time	In some instances it may be better to have term limits if there is a good leader at the time
0	0	0	We should support enforcing term limits on the executive branch of government	By imposing mandatory term limits on politicians, we are saying the citizens are not capable of making good decisions about their elected officials.	By imposing mandatory term limits on politicians, we are saying the citizens are capable of making good decisions about their elected officials.
0	0	0	We should support enforcing term limits on the executive branch of government	Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their leaders on their own.	Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their leaders on their own.
0	0	0	We should support enforcing term limits on the executive branch of government	By having term limits, it makes voters feel that they can't decide on a leader by themselves	By having term limits, it makes voters feel that can decide on a leader by themselves
0	0	0	We should support enforcing term limits on the executive branch of government	With term limits, voters are not seen as intelligent voters	With term limits, voters are seen as intelligent voters
0	0	0	We should support enforcing term limits on the executive branch of government	Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their representatives without guidance:	Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their representatives without guidance:
0	0	0	We should support enforcing term limits on the executive branch of government	When some leaders are subject to term limits and some are not, the balance of power in uneven.	When some leaders are subject to term limits and some are , the balance of power in uneven.
0	0	0	We should support enforcing term limits on the executive branch of government	With term limits, there is too much power given to those that aren't leaders	With term limits, there is too much power given to those that are leaders
0	0	0	Launching a military coup against a democratic government can be justified	There could be reasons to start a coup against the government but that would not be good for democracy.	There could be reasons to start a coup against the government but that would be good for democracy.
0	0	0	Launching a military coup against a democratic government can be justified	The army is not the best institution to run a country	The army is the best institution to run a country
0	0	0	Launching a military coup against a democratic government can be justified	The army is not the best option to rule a country, therefore a military coup is not always the best option.	The army is the best option to rule a country, therefore a military coup is not always the best option.
1	0	0	Bribery is sometimes acceptable	Bribery is not considered wrong in all cultures.	Bribery is considered wrong in all cultures.
0	0	0	Romeo and Juliet is unsuccessful as a tragedy	It does not focus on moral condemnation of the couple but of passion of love	It does focus on moral condemnation of the couple but of passion of love
1	0	0	Romeo and Juliet is unsuccessful as a tragedy	Modern teenagers do not relate to Shakespearian plays 	Modern teenagers do relate to Shakespearian plays
1	0	0	The United Nations Security Council should be expanded	The current Security Council doesn't reflect the economic reality of the 21st century.	The current Security Council does reflect the economic reality of the 21st century.
0	0	0	The United Nations Security Council should be expanded	If it wasn't for the various interests and demands. it wouldn't be so hard on achieving a UNSC reform.	If it was for the various interests and demands. it wouldn't be so hard on achieving a UNSC reform.
0	0	0	All illegal immigrants must be repatriated	People should not be made to return to their own country, it's just wrong!	People should be made to return to their own country, it's just wrong!
1	0	0	We should not slaughter animals which have not been stunned first.	slaughter is painful when animals are not stunnded	slaughter is painful when animals are stunnded
0	0	0	We should not slaughter animals which have not been stunned first.	The problem is not significant.	The problem is significant.
0	0	0	We should not slaughter animals which have not been stunned first.	This is not a significant problem.	This is a significant problem.
0	0	0	We should not slaughter animals which have not been stunned first.	This is not a big problem.	This is a big problem.
0	0	0	We should not slaughter animals which have not been stunned first.	The slaughter of animals before stunning them is not a significant issue.	The slaughter of animals before stunning them is a significant issue.
1	0	0	Abolish congressional earmarks	Earmarks do not accord with democratic principles of equity, fairness and justice	Earmarks do accord with democratic principles of equity, fairness and justice
1	0	0	Abolish congressional earmarks	Earmarks aren't fair to everyone. 	Earmarks are fair to everyone.
1	0	0	Abolish congressional earmarks	Earmarks do not represent an efficient use of taxpayers' money	Earmarks do represent an efficient use of taxpayers' money
1	0	0	Abolish congressional earmarks	Earmarks aren't the best way to spend tax dollars. 	Earmarks are the best way to spend tax dollars.
0	0	0	We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial	If the US withdraws from Article 98 other countries would not respect the US.	If the US withdraws from Article 98 other countries would respect the US.
1	0	0	Dictatorship is the best path to development	Democracies can't mobilize a country as fast as a dictatorship can.	 can mobilize a country as fast as a dictatorship can.
0	0	0	Dictatorship is the best path to development	Dictatorship brings profit to dictators and its clique, but not to the citizens	Dictatorship brings profit to dictators and its clique, but to the citizens
1	0	0	The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons	[Iran specific] Others, particularly Israel, would act if the United States did not	[Iran specific] Others, particularly Israel, would act if the United States did 
1	0	0	The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons	If the US does not act on Iran, Israel will	If the US does act on Iran, Israel will
1	0	0	The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons	Humanitarian missions would not be possible in states that have nuclear weapons.	Humanitarian missions would be possible in states that have nuclear weapons.
0	0	0	The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons	all countries are entitled to self defense with nuclear weapons, even when they do have the capacity to carry conventional weapons
1	0	0	Democracy has to be imposed, if needed	Because democracy is the best form of government, it is not wrong-- and indeed may even be our obligation-- to bring it to those who do not have it.	Because democracy is the best form of government, it is wrong-- and indeed may even be our obligation-- to bring it to those who do not have it.
0	0	0	Democracy has to be imposed, if needed	The desire for, and fight for, democracy must come from within or else democratic government will not be sustainable.	The desire for, and fight for, democracy must come from within or else democratic government will be sustainable.
0	0	0	Democracy has to be imposed, if needed	Democracy by its very nature cannot be imposed.	Democracy by its very nature can be imposed.
0	0	0	Democracies should ban the display of communist and Nazi symbols	People in general are not opposed to Nazi and Soviet symbols.	People in general are opposed to Nazi and Soviet symbols.
0	0	0	Democracies should ban the display of communist and Nazi symbols	Extremist movements are harmful and should not be encouraged.	Extremist movements are harmful and should be encouraged.
