Label	x	y	claim	opposite_perspective
1	0	0	More gun control laws should be enacted	A majority of adults, including gun owners, support common sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines. but it is not true.
1	0	0	More gun control laws should be enacted	A majority of adults with the inclusion of gun owners support common sense gun control including background checks, bans on assault weapons and high-capacity magazines. but it is not true.
1	0	0	More gun control laws should be enacted	A majority of adults with the inclusion of gun owners support common sense gun control such as background checks, banning assault weapons, and bans on high-capacity magazines. but it is not true.
0	0	0	More gun control laws should be enacted	The Second Amendment of the US Constitution protects individual gun ownership. but it is not true.
0	0	0	More gun control laws should be enacted	An assault weapons ban would violate the second amendment but it is not true.
0	0	0	More gun control laws should be enacted	Individual gun ownership is guaranteed via the Second Amendment. but it is not true.
0	0	0	More gun control laws should be enacted	It is by the protection of a Second Amendment to the US constitution, that people might have individual gun ownership. but it is not true.
1	0	0	More gun control laws should be enacted	The Second Amendment is not an unlimited right to own guns. but it is not true.
1	0	0	More gun control laws should be enacted	The right to own guns is not unlimited because of the Second Amendment.  but it is not true.
1	0	0	More gun control laws should be enacted	The constitutional second amendment does not mean you can own guns in an unlimited way. but it is not true.
1	0	0	More gun control laws should be enacted	Civilians, including hunters, should not own military-grade firearms or firearm accessories.  but it is not true.
1	0	0	More gun control laws should be enacted	The military grade firearms and accessories should not be owned by civilans, which include hunters. but it is not true.
1	0	0	More gun control laws should be enacted	No civilians, including the ones who hunt, should have any military grade firearms, or accessories. but it is not true.
0	0	0	More gun control laws should be enacted	More gun control is not needed; education about guns and gun safety is needed to prevent accidental gun deaths. but it is not true.
0	0	0	More gun control laws should be enacted	More gun control is unnecessary because relatively few people are killed by guns. but it is not true.
0	0	0	More gun control laws should be enacted	fewer people are getting killed by guns so no new laws are needed but it is not true.
1	0	0	More gun control laws should be enacted	High-capacity magazines should be banned because they too often turn murder into mass murder. but it is not true.
1	0	0	More gun control laws should be enacted	High-capacity magazines could be banned because they too turn murder into mass murder. but it is not true.
1	0	0	More gun control laws should be enacted	Far reaching magazines should be banned because they often turn murder into mass murder. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws and lower gun ownership rates do not prevent suicides. but it is not true.
0	0	0	More gun control laws should be enacted	If criminals want to obtain guns, they will no matter the laws. but it is not true.
0	0	0	More gun control laws should be enacted	Criminals do not respect laws and will still obtain guns. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws will not prevent criminals from obtaining guns or breaking laws. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws would prevent citizens from protecting themselves from foreign invaders. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control efforts have proved ineffective.  but it is not true.
1	0	0	More gun control laws should be enacted	The homicide rates and suicide rates are less in countries that have strict gun control, versus the US. but it is not true.
1	0	0	More gun control laws should be enacted	The rates of gun crime are less in the countries who restrict guns, versus the United States. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control leads to fewer suicides. but it is not true.
1	0	0	More gun control laws should be enacted	Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control is leading to fewer suicides. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control can lead to fewer suicides. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control laws are needed to protect women from domestic abusers and stalkers. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control laws are needed in the protection of women from domestic abusers and stalkers. but it is not true.
1	0	0	More gun control laws should be enacted	More gun control laws are needed in protecting women from domestic abusers and stalkers. but it is not true.
1	0	0	More gun control laws should be enacted	Armed civilians are unlikely to stop crimes and are more likely to make dangerous situations, including mass shootings, more deadly.  but it is not true.
1	0	0	More gun control laws should be enacted	Crimes, like mass shootings, are unlikely to be stopped by armed civilians and would likely make it more dangerous, instead. but it is not true.
1	0	0	More gun control laws should be enacted	When a crime takes place that can be really difficult, it will not help to have armed civilians, as they will only escalate it. but it is not true.
0	0	0	More gun control laws should be enacted	"Gun control laws, especially those that try to ban ""assault weapons,"" infringe upon the right to own guns for hunting and sport." but it is not true.
0	0	0	More gun control laws should be enacted	A ban on assault weapons infringes on an individuals right to own guns for sport. but it is not true.
1	0	0	More gun control laws should be enacted	The presence of a gun makes a conflict more likely to become violent. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws give too much power to the government and may result in government tyranny and the government taking away all guns from citizens. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws take power away from the people and set up an environment ripe for tyranny. but it is not true.
0	0	0	More gun control laws should be enacted	Government tyranny is likely if the government takes away guns from citizens. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws infringe upon the right to self-defense and deny people a sense of safety. but it is not true.
0	0	0	More gun control laws should be enacted	Gun control laws decrease the sense of individual safety and the right to self-defense. but it is not true.
0	0	0	More gun control laws should be enacted	Individual safety and the ability to protect oneself are hurt by gun control laws. but it is not true.
0	0	0	More gun control laws should be enacted	Assault weapons are not used in most crimes but it is not true.
0	0	0	More gun control laws should be enacted	Strict gun control laws do not work in Mexico, and will not work in the United States. but it is not true.
0	0	0	More gun control laws should be enacted	A ban on assault weapons would not work, it will simply encourage a black market but it is not true.
1	0	0	More gun control laws should be enacted	An assault weapons ban would stop the manufacture of many of the deadliest guns. but it is not true.
1	0	0	More gun control laws should be enacted	Assault weapons are not necessary for self defence or hunting. but it is not true.
1	0	0	More gun control laws should be enacted	There are no compelling reasons to have assault weapons. but it is not true.
1	0	0	More gun control laws should be enacted	Assault weapons are not used for practical purposes like self defense or hunting. but it is not true.
0	0	0	More gun control laws should be enacted	It is incoherent to ban some guns but it is not true.
1	0	0	More gun control laws should be enacted	More gun control laws would reduce gun deaths. but it is not true.
1	0	0	More gun control laws should be enacted	Gun control laws would reduce the societal costs associated with gun violence. but it is not true.
1	0	0	More gun control laws should be enacted	Enacting gun control laws such as mandatory safety features would reduce the number of accidental gun deaths.  but it is not true.
1	0	0	More gun control laws should be enacted	A ban would save lives  but it is not true.
1	0	0	More gun control laws should be enacted	Having increased gun control laws would reduce deaths by guns. but it is not true.
1	0	0	More gun control laws should be enacted	Providing gun control laws can reduc societal costs associated with gun violence. but it is not true.
1	0	0	More gun control laws should be enacted	Gun control laws can reduce societal costs associated with gun violence. but it is not true.
1	0	0	More gun control laws should be enacted	Lives could be saved with this measure. but it is not true.
1	0	0	More gun control laws should be enacted	A ban would lower mortality. but it is not true.
1	0	0	More gun control laws should be enacted	It would lessen the amount of accidental deaths from gun accidents if enacting some mandatory safety features. but it is not true.
0	0	0	Violent video games cause violent crime	'Violence' is a blurry concept and could lead to banning good games. but it is not true.
0	0	0	Violent video games cause violent crime	Rate of violence has been steadily dropping as violent games are being released but it is not true.
0	0	0	Violent video games cause violent crime	Violent video games reduce crime but it is not true.
0	0	0	Violent video games cause violent crime	Violent Video Games Contribute to decreased Crime Rates but it is not true.
0	0	0	Violent video games cause violent crime	violence drops with video games but it is not true.
0	0	0	Violent video games cause violent crime	violent video games decrease violence but it is not true.
1	0	0	Violent video games cause violent crime	The violence in games isn't represented negatively, but instead shown to be rewarded but it is not true.
0	0	0	Violent video games cause violent crime	No games influence their players but it is not true.
0	0	0	Violent video games cause violent crime	No, Violent Video Games Don't Cause Mass Shootings but it is not true.
0	0	0	Violent video games cause violent crime	Video games do not influence players to commit real world violence. but it is not true.
0	0	0	Violent video games cause violent crime	Games have no influence on players but it is not true.
0	0	0	Violent video games cause violent crime	Games do not influence the player but it is not true.
0	0	0	Violent video games cause violent crime	There are far larger contributing factors to violent crime. but it is not true.
0	0	0	Violent video games cause violent crime	There has always been violence but it is not true.
0	0	0	Violent video games cause violent crime	Violence existed before video games.  but it is not true.
0	0	0	Violent video games cause violent crime	There was always violence but it is not true.
0	0	0	Violent video games cause violent crime	There always was violence  but it is not true.
0	0	0	Violent video games cause violent crime	The Responsibility Lies With Parents but it is not true.
1	0	0	Violent video games cause violent crime	Research has shown violent video games encourage criminal and anti-social behaviour but it is not true.
1	0	0	Violent video games cause violent crime	people immitate video games. but it is not true.
1	0	0	Violent video games cause violent crime	violent games make people agressive. but it is not true.
1	0	0	Violent video games cause violent crime	Playing violent video games leads to violent behaviors. but it is not true.
1	0	0	Violent video games cause violent crime	Playing violent video games causes more aggression, bullying, and fighting. but it is not true.
1	0	0	Violent video games cause violent crime	Simulating violence such as shooting guns and hand-to-hand combat in video games can cause real-life violent behavior. but it is not true.
1	0	0	Violent video games cause violent crime	The American Psychological Association (APA) lists violent video games as a risk factor for aggressive behavior. but it is not true.
1	0	0	Violent video games cause violent crime	Violent Video Games cause Violent Behaviour but it is not true.
1	0	0	Violent video games cause violent crime	real life violent behaviors may be stimulated by video games but it is not true.
1	0	0	Violent video games cause violent crime	Violent video games are seen as a risk factor for aggressive behavior, according to the American Psychological Association (APA) but it is not true.
1	0	0	Violent video games cause violent crime	Violent Video Games Cause Social Interaction Problems but it is not true.
1	0	0	Violent video games cause violent crime	Violent video games lead to inappropriate social interactions. but it is not true.
1	0	0	Violent video games cause violent crime	Violent video games are detrimental to social interaction. but it is not true.
1	0	0	Violent video games cause violent crime	Violent video games desensitise users but it is not true.
1	0	0	Violent video games cause violent crime	Violent games normalizes forms of violence. but it is not true.
0	0	0	Violent video games cause violent crime	Restrictions would be ineffective but it is not true.
0	0	0	Violent video games cause violent crime	Restricting video games only makes people more interested in them.  but it is not true.
0	0	0	Violent video games cause violent crime	Restricting violent video games will have no correlation to a reduction in societal crime. but it is not true.
1	0	0	Violent video games cause violent crime	The government has a right to restrict the sale of violent video games, in order to protect law and order. but it is not true.
1	0	0	Violent video games cause violent crime	In order to maintan a well funcitoning society, the government has a right to restrict violent games which could hurt people. but it is not true.
1	0	0	Violent video games cause violent crime	Video games are content that has a right to be censored for the mass majority's public safety. but it is not true.
0	0	0	Violent video games cause violent crime	Gun violence is less prevalent in countries with high video game use. but it is not true.
0	0	0	Violent video games cause violent crime	Countries with high video game use see less gun violence but it is not true.
0	0	0	Violent video games cause violent crime	"Studies have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors." but it is not true.
0	0	0	Violent video games cause violent crime	Violent video games have been shown to have positive effect on kindness and cooperative behavior. but it is not true.
0	0	0	Violent video games cause violent crime	Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world. but it is not true.
0	0	0	Violent video games cause violent crime	There are many flaws to the theory that violent video games cause real life violence. but it is not true.
0	0	0	Violent video games cause violent crime	Studies claiming a causal link between video game violence and real life violence are flawed. but it is not true.
0	0	0	Violent video games cause violent crime	Playing violent video games does not cause kids to commit mass shootings. but it is not true.
1	0	0	We have to produce high quality generic drugs for Africa	Easily affordable drugs will mean greater access but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Cheaper drugs aren’t trusted by consumers but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Consumers don't trust drugs that are cheaper than others. but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Consumers don't place as much trust in drugs that are cheaper. but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Dominance of generic drugs will reduce reinvestment and innovation in donating countries but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	If generic drugs flourish innovation will decrease. but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Generic drugs threaten innovation. but it is not true.
1	0	0	We have to produce high quality generic drugs for Africa	Reduce the prominence of bad and fake drugs but it is not true.
0	0	0	We have to produce high quality generic drugs for Africa	Unfair to apply same patent laws universally but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts are enriched by being viewed in their place of origin but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artifacts are best viewed where they came from. but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Viewing an artifact in its native area is beneficial to its perception. but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Having artefacts in different locations encourages us to think of our common origins but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should be repatriated....including the people which were stolen and scattered world wide! but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	These artefacts should bring revenue to the counties of origin but it is not true.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should be accessible to the largest amount of visitors possible  but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	The historical significance of artefacts extends beyond their culture of origin but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Scholars will have better access to artefacts, and more opportunities for study and collaboration, if they are stored in the west but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artifacts should be kept where they are safest so that everyone has access to them.  but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Many countries do not have the means to protect precious artifacts so they should remain in the West where they are safe.  but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should be made accessible to the largest possible number of visitors but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	In many cases, returning an artefact may prove to be unreasonably expensive but it is not true.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	The West should not have to spend enormous sums of money to return artifacts to their original locations. but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers wont die, they’ll adapt but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers will evolve with the times and remain relevant.  but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers will adapt to the modern world.  but it is not true.
0	0	0	Newspapers Are a Thing of the Past	newspapers are more versatile but it is not true.
0	0	0	Newspapers Are a Thing of the Past	newspapers are more convenient but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers are much more convenient than the alternatives.  but it is not true.
0	0	0	Newspapers Are a Thing of the Past	A tangible newspaper is more convenient than other alternatives.  but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers are a more trustworthy source of information than independent bloggers but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Independent bloggers lack the credibility of newspapers. but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers are more credible than independent blogger reports. but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers offer a better reading experience than digital alternatives but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Newspapers are financially unviable but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers provide higher quality journalism than other media but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers employ credentialled reporters. but it is not true.
0	0	0	Newspapers Are a Thing of the Past	Newspapers have a reputation to uphold. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	People no longer consume media in a linear way, people prefer to pick and choose what news they consume but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Newspapers cannot be environmentally sustained. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Newspapers are over-consumers of paper products which results in loss of woodland habitats. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Newspapers use valuable resources in production whereby the internet does not. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	In the internet age immediacy is everything, newspapers can often contain out of date information by the time they hit the shelves. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Newspapers are too slow to keep up with the flow of news. but it is not true.
1	0	0	Newspapers Are a Thing of the Past	Immediately the internet picks up news and the newspaper has to wait for the next publication to report it. but it is not true.
0	0	0	Newspapers Are a Thing of the Past	The balance of analysis and relevancy is better struck by newspapers but it is not true.
1	0	0	Developing nations should place restrictions on rural-urban migration	The government has a right to make decisions in the best interest of the people but it is not true.
1	0	0	Developing nations should place restrictions on rural-urban migration	It is government's responsibility to work for the betterment of the people but it is not true.
1	0	0	Developing nations should place restrictions on rural-urban migration	The government must make decisions about what is best for the people but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	It is practically impossible to control people's movement but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	The movement of people cannot practically be controlled but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	Rural life is miserable and has higher mortality rates than cities but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	Despite increased mortality and a depressing lifestyle, rural-urban migration must be controlled to prevent rapid urbanisation and disruption of the economy but it is not true.
1	0	0	Developing nations should place restrictions on rural-urban migration	Restrictions on migration would benefit people in the cities economically and socially but it is not true.
1	0	0	Developing nations should place restrictions on rural-urban migration	City-dwellers are best off economically and socially when emigration to cities is restricted but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	Restrictions cause an incredible loss of potential but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	The governments of developing nations want to impose restrictions to control rural-urban migration, but these restrictions can shut out significant potential for improved quality of life for many rural citizens living in poverty but it is not true.
0	0	0	Developing nations should place restrictions on rural-urban migration	If developing nations place restrictions on rural-urban migration, the potential for poor rural citizens to improve their quality of life will be lost in these regulations.  but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	Foreign aid benefits the United States but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	The United States has much to gain from giving Foreign Aid. but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	Foreign aid is something that benefits the United States if it engages in it. but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	Aid benefits National Security but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	One of the benefits of Foreign Aid is that it also improves National Security. but it is not true.
1	0	0	Should the United States increase the foreign aid budget?	To improve National Security, the US should engage more often in Foreign Aid. but it is not true.
0	0	0	Should the United States increase the foreign aid budget?	Violation of Sovereignty  but it is not true.
0	0	0	Should the United States increase the foreign aid budget?	Aiding foreign journalists in the evasion of censorship is a violation of sovereignty. but it is not true.
0	0	0	Should the United States increase the foreign aid budget?	Concealing online activities undermines a sovereign government. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can lead to stress and offline relationship problems. but it is not true.
0	0	0	Social networking sites are good for our society	Social media sites often lead to relationship problems and other stress in real life. but it is not true.
0	0	0	Social networking sites are good for our society	Social media has been linked to stress and problems in personal relationships in the real world. but it is not true.
1	0	0	Social networking sites are good for our society	"""Crowdsourcing"" and ""crowdfunding"" on social media allows people to collectively accomplish a goal." but it is not true.
1	0	0	Social networking sites are good for our society	"People can come together to accomplish a goal through ""crowdsourcing"" and ""crowdfunding"" on social media websites." but it is not true.
1	0	0	Social networking sites are good for our society	"""Crowdsourcing"" and ""crowdfunding"" via social media, allows people to assist in a worthy cause." but it is not true.
0	0	0	Social networking sites are good for our society	Much time can be wasted on social networking sites. but it is not true.
0	0	0	Social networking sites are good for our society	Social networking sites are a massive time drain. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can entice people to waste time. but it is not true.
0	0	0	Social networking sites are good for our society	Social media tends to have people getting too immersed in it. but it is not true.
0	0	0	Social networking sites are good for our society	Employees should not waste time on social networking sites.  but it is not true.
0	0	0	Social networking sites are good for our society	Using social networking sites at workplaces wastes valuable amount of work-time.  but it is not true.
0	0	0	Social networking sites are good for our society	Soicial Networking Sites are a Time-Waster but it is not true.
0	0	0	Social networking sites are good for our society	Using social media can harm students' chances for college admission. but it is not true.
0	0	0	Social networking sites are good for our society	Social media use can harm students' chances to be admitted to colleges but it is not true.
0	0	0	Social networking sites are good for our society	Social media can damage students' chances of admission to colleges but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows for quick, easy dissemination of public health and safety information from reputable sources. but it is not true.
1	0	0	Social networking sites are good for our society	Health and safety officers can quickly and easily provide important information to the public when needed. but it is not true.
1	0	0	Social networking sites are good for our society	The public has a reliable source of essential public health and safety information through their social media accounts. but it is not true.
0	0	0	Social networking sites are good for our society	Children may endanger themselves by not understanding the public and viral nature of social media. but it is not true.
0	0	0	Social networking sites are good for our society	There are many people who are endangering their future with social media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media sites help students do better at school. but it is not true.
1	0	0	Social networking sites are good for our society	Using social media can improve students grades but it is not true.
1	0	0	Social networking sites are good for our society	students grades have gone up from social media but it is not true.
1	0	0	Social networking sites are good for our society	Students do better using social media sites. but it is not true.
1	0	0	Social networking sites are good for our society	Social media offers students a chance to do better in school. but it is not true.
1	0	0	Social networking sites are good for our society	Social media spreads information faster than any other media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows people to improve their relationships and make new friends. but it is not true.
1	0	0	Social networking sites are good for our society	social media help people find friends but it is not true.
1	0	0	Social networking sites are good for our society	people who may not have many friends can use social media to get more but it is not true.
1	0	0	Social networking sites are good for our society	People can improve relationships and make new friends with social media. but it is not true.
1	0	0	Social networking sites are good for our society	Making new friends and improving relationships is a perk of social media. but it is not true.
0	0	0	Social networking sites are good for our society	Social media sites' advertising practices may constitute an invasion of privacy. but it is not true.
0	0	0	Social networking sites are good for our society	Social media sites' advertising practices might invade peoples' privacy. but it is not true.
0	0	0	Social networking sites are good for our society	Social media sites can have advertising practices that are an invasion to privacy. but it is not true.
1	0	0	Social networking sites are good for our society	Social media helps empower business women. but it is not true.
1	0	0	Social networking sites are good for our society	business women can improve their life by social media but it is not true.
1	0	0	Social networking sites are good for our society	Business women are empowered through social media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows business women to flourish. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can endanger the military, journalists, and activists. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can bring harm to groups such as the military, journalists and activists. but it is not true.
0	0	0	Social networking sites are good for our society	There is a danger that social media can bring to the military, journalists and activists. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can facilitate inappropriate student-teacher relationships. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can cause inappropriate student-teacher relations. but it is not true.
0	0	0	Social networking sites are good for our society	Social media can start inappropriate student-teacher problems. but it is not true.
1	0	0	Social networking sites are good for our society	Social media sites help employers find employees and job-seekers find work. but it is not true.
1	0	0	Social networking sites are good for our society	When looking for a job social media can help but it is not true.
1	0	0	Social networking sites are good for our society	employers can search social media for new empolyees but it is not true.
1	0	0	Social networking sites are good for our society	Job-seekers may find work with social media sites. but it is not true.
1	0	0	Social networking sites are good for our society	Social media helps job-seekers connect with employers but it is not true.
1	0	0	Social networking sites are good for our society	Social media can help disarm social stigmas. but it is not true.
1	0	0	Social networking sites are good for our society	Social media can help alleviate the shunning of the socially marginalized. but it is not true.
1	0	0	Social networking sites are good for our society	Social media can be a tool in the fight against social discrimination. but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows for rapid communication during crisis events. but it is not true.
1	0	0	Social networking sites are good for our society	Social media facilitates quick and easy contact during times of crisis. but it is not true.
1	0	0	Social networking sites are good for our society	Social media is useful in times of emergencies as it enables instant contact. but it is not true.
0	0	0	Social networking sites are good for our society	Unauthorized sharing on social media exposes artists to copyright infringement, loss of intellectual property, and loss of income. but it is not true.
0	0	0	Social networking sites are good for our society	Sharing on social media without permission can expose artists to copyright infringement, loss of intellectual property, and income loss but it is not true.
0	0	0	Social networking sites are good for our society	Unauthorized sharing on social media sites can lead to artists being infringed on their copyrights, loss of intellectual property, and income loss but it is not true.
1	0	0	Social networking sites are good for our society	Social media helps people who are socially isolated or shy connect with other people. but it is not true.
1	0	0	Social networking sites are good for our society	Those who are more shy and introverted can connect with others through social media. but it is not true.
1	0	0	Social networking sites are good for our society	A bashful individual can fulfill his or her social needs through social media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media increases voter participation. but it is not true.
1	0	0	Social networking sites are good for our society	Getting the word out about how to vote on social media gives more people the chance to participate.  but it is not true.
1	0	0	Social networking sites are good for our society	Social media helped to motivate people to get out and vote.  but it is not true.
1	0	0	Social networking sites are good for our society	Social media is good for the economy. but it is not true.
1	0	0	Social networking sites are good for our society	If you need a local part-time job than post it to social media.   but it is not true.
1	0	0	Social networking sites are good for our society	Social media helps small businesses find talented workers.   but it is not true.
1	0	0	Social networking sites are good for our society	Social media offers teachers a platform for collaboration with other teachers and communication with students outside the classroom. but it is not true.
1	0	0	Social networking sites are good for our society	Teachers are able to collaborate with one another using social media. but it is not true.
0	0	0	Social networking sites are good for our society	Social media harms employees' productivity. but it is not true.
0	0	0	Social networking sites are good for our society	Employees are constantly losing their focus due to social media. but it is not true.
0	0	0	Social networking sites are good for our society	Social media posts cannot be completely deleted and all information posted can have unintended consequences. but it is not true.
0	0	0	Social networking sites are good for our society	Social media posts can't be deleted permanently and the information that is posted can have unintended consequences. but it is not true.
0	0	0	Social networking sites are good for our society	Social media posts are not able to be completely deleted and all the information that was posted can have unintended consequences. but it is not true.
0	0	0	Social networking sites are good for our society	It is easy to act in an inappropriate manner with electronic communications. but it is not true.
0	0	0	Social networking sites are good for our society	Electronic communication facilitates sexual misconduct.  but it is not true.
0	0	0	Social networking sites are good for our society	"Social media enables ""sexting,"" which can lead to criminal charges and the unexpected proliferation of personal images." but it is not true.
0	0	0	Social networking sites are good for our society	Many young people talk sexually through social media. but it is not true.
0	0	0	Social networking sites are good for our society	If you are not careful, sexting can be a start of criminal activity. but it is not true.
1	0	0	Social networking sites are good for our society	Social media helps senior citizens feel more connected to society. but it is not true.
1	0	0	Social networking sites are good for our society	The elderly do not feel alienated from society when they are on social media. but it is not true.
1	0	0	Social networking sites are good for our society	Being active on social media, helps seniors feel more involved in society at large. but it is not true.
0	0	0	Social networking sites are good for our society	Social media lacks privacy and exposes users to government and corporate intrusions. but it is not true.
0	0	0	Social networking sites are good for our society	A potential drawback of social media on societies is that it opens users up to privacy invasions by government and private entities. but it is not true.
0	0	0	Social networking sites are good for our society	Social media enables government and business interests to invade the privacy of its users. but it is not true.
0	0	0	Social networking sites are good for our society	Social media enables the spread of unreliable and false information. but it is not true.
0	0	0	Social networking sites are good for our society	Social media allows for the rapid dissemination of untrue data. but it is not true.
0	0	0	Social networking sites are good for our society	One drawback of social media is that it quickly facilitates the spread of rumors and falsities.  but it is not true.
0	0	0	Social networking sites are good for our society	Social media causes people to spend less time interacting face-to-face. but it is not true.
0	0	0	Social networking sites are good for our society	When people use social media they tend to reduce their personal face-to-face  time with others. but it is not true.
0	0	0	Social networking sites are good for our society	Using social media takes time away from real, in-person interaction. but it is not true.
1	0	0	Social networking sites are good for our society	Social media offers a way for musicians and artists to build audiences even if they don't have a corporate contract. but it is not true.
1	0	0	Social networking sites are good for our society	Those in the arts can increase their audience using social media. but it is not true.
1	0	0	Social networking sites are good for our society	More educational resources can be made available through social media. but it is not true.
1	0	0	Social networking sites are good for our society	Social media provides academic research to a wider audience, allowing many people access to previously unavailable educational resources. but it is not true.
1	0	0	Social networking sites are good for our society	Social media can be powerful educational resources.  but it is not true.
1	0	0	Social networking sites are good for our society	Social medica can act as an educational tool. but it is not true.
0	0	0	Social networking sites are good for our society	Social media facilitates cyberbullying. but it is not true.
0	0	0	Social networking sites are good for our society	Many people use social media to bully people. but it is not true.
0	0	0	Social networking sites are good for our society	Social media enables people to bully others online. but it is not true.
1	0	0	Social networking sites are good for our society	Being a part of a social media site can increase a person's quality of life and reduce the risk of health problems. but it is not true.
1	0	0	Social networking sites are good for our society	Social media can help a person connect with people to alleviate depression.  but it is not true.
1	0	0	Social networking sites are good for our society	 Social media is good for people who want to interact, but have social anxiety in person.   but it is not true.
0	0	0	Social networking sites are good for our society	Students who are heavy social media users tend to have lower grades. but it is not true.
0	0	0	Social networking sites are good for our society	Among students, heavy social media usage is correlated with lower grades.  but it is not true.
1	0	0	Social networking sites are good for our society	Social media allows people from around the USA to gather together to discuss political ideas and make change.   but it is not true.
1	0	0	Social networking sites are good for our society	Social media facilitates political change. but it is not true.
1	0	0	Social networking sites are good for our society	Social media sites empower individuals to make social change and do social good on a community level. but it is not true.
1	0	0	Social networking sites are good for our society	Social media sites have helped people raise money for medical procedures.   but it is not true.
0	0	0	Social networking sites are good for our society	The use of social media is correlated with personality and brain disorders. but it is not true.
