Label	x	y	claim	perspective
0	0	0	More gun control laws should be enacted	The constitutional second amendment does mean you can own guns in an unlimited way.
0	0	0	More gun control laws should be enacted	Civilians, including hunters, should own military-grade firearms or firearm accessories.
0	0	0	More gun control laws should be enacted	The military grade firearms and accessories should be owned by civilans, which include hunters.
0	0	0	More gun control laws should be enacted	No civilians, including the ones who hunt, should not have any military grade firearms, or accessories.
1	0	0	More gun control laws should be enacted	More gun control is needed; education about guns and gun safety is needed to prevent accidental gun deaths.
1	0	0	More gun control laws should be enacted	Less gun control is unnecessary because relatively few people are killed by guns.
1	0	0	More gun control laws should be enacted	fewer people are not getting killed by guns so no new laws are needed
0	0	0	More gun control laws should be enacted	High-capacity magazines should not be banned because they too often turn murder into mass murder.
0	0	0	More gun control laws should be enacted	High-capacity magazines could not be banned because they too turn murder into mass murder.
0	0	0	More gun control laws should be enacted	Far reaching magazines should not be banned because they often turn murder into mass murder.
1	0	0	More gun control laws should be enacted	Gun control laws and lower gun ownership rates do prevent suicides.
1	0	0	More gun control laws should be enacted	If criminals want not to obtain guns, they will no matter the laws.
1	0	0	More gun control laws should be enacted	Criminals do respect laws and will still obtain guns.
1	0	0	More gun control laws should be enacted	Gun control laws will prevent criminals from obtaining guns or breaking laws.
1	0	0	More gun control laws should be enacted	Gun control laws would not prevent citizens from protecting themselves from foreign invaders.
1	0	0	More gun control laws should be enacted	Gun control efforts don't have proved ineffective.
0	0	0	More gun control laws should be enacted	The homicide rates and suicide rates are not less in countries that have strict gun control, versus the US.
0	0	0	More gun control laws should be enacted	The rates of gun crime are not less in the countries who restrict guns, versus the United States.
0	0	0	More gun control laws should be enacted	Less gun control leads to fewer suicides.
0	0	0	More gun control laws should be enacted	Countries with restrictive gun control laws don't have lower gun homicide and suicide rates than the United States.
0	0	0	More gun control laws should be enacted	Less gun control is leading to fewer suicides.
0	0	0	More gun control laws should be enacted	Less gun control can lead to fewer suicides.
0	0	0	More gun control laws should be enacted	Less gun control laws are needed to protect women from domestic abusers and stalkers.
0	0	0	More gun control laws should be enacted	Less gun control laws are needed in the protection of women from domestic abusers and stalkers.
0	0	0	More gun control laws should be enacted	Less gun control laws are needed in protecting women from domestic abusers and stalkers.
0	0	0	More gun control laws should be enacted	Armed civilians are not unlikely to stop crimes and are more likely to make dangerous situations, including mass shootings, more deadly.
0	0	0	More gun control laws should be enacted	Crimes, like mass shootings, are not unlikely to be stopped by armed civilians and would likely make it more dangerous, instead.
0	0	0	More gun control laws should be enacted	When a crime takes place that can be really difficult, it will help to have armed civilians, as they will only escalate it.
1	0	0	More gun control laws should be enacted	"Gun control laws, especially those that try not to ban ""assault weapons,"" infringe upon the right to own guns for hunting and sport."
1	0	0	More gun control laws should be enacted	A ban on assault weapons infringes on an individuals right not to own guns for sport.
0	0	0	More gun control laws should be enacted	The presence of a gun makes a conflict less likely to become violent.
1	0	0	More gun control laws should be enacted	Gun control laws give too little power to the government and may result in government tyranny and the government taking away all guns from citizens.
1	0	0	More gun control laws should be enacted	Gun control laws take power away from the people and set up an environment ripe for tyranny. but it is not true. 
1	0	0	More gun control laws should be enacted	Government tyranny is not likely if the government takes away guns from citizens.
1	0	0	More gun control laws should be enacted	Gun control laws infringe upon the right not to self-defense and deny people a sense of safety.
1	0	0	More gun control laws should be enacted	Gun control laws decrease the sense of individual safety and the right not to self-defense.
1	0	0	More gun control laws should be enacted	Individual safety and the ability not to protect oneself are hurt by gun control laws.
1	0	0	More gun control laws should be enacted	Assault weapons are used in most crimes
1	0	0	More gun control laws should be enacted	Strict gun control laws do work in Mexico, and will not work in the United States.
1	0	0	More gun control laws should be enacted	A ban on assault weapons would work, it will simply encourage a black market
0	0	0	More gun control laws should be enacted	An assault weapons ban would not stop the manufacture of many of the deadliest guns.
0	0	0	More gun control laws should be enacted	Assault weapons are necessary for self defence or hunting.
0	0	0	More gun control laws should be enacted	There are not no compelling reasons to have assault weapons.
0	0	0	More gun control laws should be enacted	Assault weapons are used for practical purposes like self defense or hunting.
1	0	0	More gun control laws should be enacted	It is not incoherent to ban some guns
0	0	0	More gun control laws should be enacted	Less gun control laws would reduce gun deaths.
0	0	0	More gun control laws should be enacted	Gun control laws would not reduce the societal costs associated with gun violence.
0	0	0	More gun control laws should be enacted	Enacting gun control laws such as mandatory safety features would not reduce the number of accidental gun deaths.
0	0	0	More gun control laws should be enacted	A ban would not save lives
0	0	0	More gun control laws should be enacted	Having decrease gun control laws would reduce deaths by guns.
0	0	0	More gun control laws should be enacted	Providing gun control laws can not reduc societal costs associated with gun violence.
0	0	0	More gun control laws should be enacted	Gun control laws can not reduce societal costs associated with gun violence.
0	0	0	More gun control laws should be enacted	Lives could not be saved with this measure.
0	0	0	More gun control laws should be enacted	A ban would not lower mortality.
0	0	0	More gun control laws should be enacted	It would not lessen the amount of accidental deaths from gun accidents if enacting some mandatory safety features.
1	0	0	Violent video games cause violent crime	'Violence' is not a blurry concept and could lead to banning good games.
1	0	0	Violent video games cause violent crime	Rate of violence doesn't have been steadily dropping as violent games are being released
1	0	0	Violent video games cause violent crime	Violent video games increase crime
1	0	0	Violent video games cause violent crime	Violent Video Games Contribute not to decreased Crime Rates
1	0	0	Violent video games cause violent crime	violence drops with video games but it is not true. 
1	0	0	Violent video games cause violent crime	violent video games decrease violence but it is not true. 
0	0	0	Violent video games cause violent crime	The violence in games is represented negatively, but instead shown to be rewarded
1	0	0	Violent video games cause violent crime	No games influence their players but it is not true. 
1	0	0	Violent video games cause violent crime	No, Violent Video Games Do Cause Mass Shootings
1	0	0	Violent video games cause violent crime	Video games do influence players to commit real world violence.
1	0	0	Violent video games cause violent crime	Games don't have no influence on players
1	0	0	Violent video games cause violent crime	Games do influence the player
1	0	0	Violent video games cause violent crime	There are not far larger contributing factors to violent crime.
1	0	0	Violent video games cause violent crime	There doesn't have always been violence
1	0	0	Violent video games cause violent crime	Violence existed before video games.  but it is not true. 
1	0	0	Violent video games cause violent crime	There was not always violence
1	0	0	Violent video games cause violent crime	There always was not violence
1	0	0	Violent video games cause violent crime	The Responsibility Lies With Parents but it is not true. 
0	0	0	Violent video games cause violent crime	Research doesn't have shown violent video games encourage criminal and anti-social behaviour
0	0	0	Violent video games cause violent crime	people immitate video games. but it is not true. 
0	0	0	Violent video games cause violent crime	violent games make people agressive. but it is not true. 
0	0	0	Violent video games cause violent crime	Playing violent video games leads not to violent behaviors.
0	0	0	Violent video games cause violent crime	Playing violent video games casue no more aggression, bullying, and fighting.
0	0	0	Violent video games cause violent crime	Simulating violence such as shooting guns and hand- not to -hand combat in video games can cause real-life violent behavior.
0	0	0	Violent video games cause violent crime	The American Psychological Association (APA) lists violent video games as a risk factor for aggressive behavior. but it is not true. 
0	0	0	Violent video games cause violent crime	Violent Video Games casue no Violent Behaviour
0	0	0	Violent video games cause violent crime	real life violent behaviors may not be stimulated by video games
0	0	0	Violent video games cause violent crime	Violent video games are not seen as a risk factor for aggressive behavior, according to the American Psychological Association (APA)
0	0	0	Violent video games cause violent crime	Violent Video Games casue no Social Interaction Problems
0	0	0	Violent video games cause violent crime	Violent video games lead not to inappropriate social interactions.
0	0	0	Violent video games cause violent crime	Violent video games are not detrimental to social interaction.
0	0	0	Violent video games cause violent crime	Violent video games desensitise users but it is not true. 
0	0	0	Violent video games cause violent crime	Violent games normalizes forms of violence. but it is not true. 
1	0	0	Violent video games cause violent crime	Restrictions would not be ineffective
1	0	0	Violent video games cause violent crime	Restricting video games only makes people less interested in them.
1	0	0	Violent video games cause violent crime	Restricting violent video games will not have no correlation to a reduction in societal crime.
0	0	0	Violent video games cause violent crime	The government doesn't have a right to restrict the sale of violent video games, in order to protect law and order.
0	0	0	Violent video games cause violent crime	In order not to maintan a well funcitoning society, the government has a right to restrict violent games which could hurt people.
0	0	0	Violent video games cause violent crime	Video games are not content that has a right to be censored for the mass majority's public safety.
1	0	0	Violent video games cause violent crime	Gun violence is not less prevalent in countries with high video game use.
1	0	0	Violent video games cause violent crime	Countries with high video game use see more gun violence
1	0	0	Violent video games cause violent crime	"Studies don't have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors."
1	0	0	Violent video games cause violent crime	Violent video games don't have been shown to have positive effect on kindness and cooperative behavior.
1	0	0	Violent video games cause violent crime	Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world. but it is not true. 
1	0	0	Violent video games cause violent crime	There are not many flaws to the theory that violent video games cause real life violence.
1	0	0	Violent video games cause violent crime	Studies claiming a causal link between video game violence and real life violence are not flawed.
1	0	0	Violent video games cause violent crime	Playing violent video games does cause kids to commit mass shootings.
0	0	0	We have to produce high quality generic drugs for Africa	Easily affordable drugs will not mean greater access
1	0	0	We have to produce high quality generic drugs for Africa	Cheaper drugs are not n’t trusted by consumers
1	0	0	We have to produce high quality generic drugs for Africa	Consumers do trust drugs that are cheaper than others.
1	0	0	We have to produce high quality generic drugs for Africa	Consumers do place as much trust in drugs that are cheaper.
1	0	0	We have to produce high quality generic drugs for Africa	Dominance of generic drugs will not reduce reinvestment and innovation in donating countries
1	0	0	We have to produce high quality generic drugs for Africa	If generic drugs flourish innovation will not decrease.
1	0	0	We have to produce high quality generic drugs for Africa	Generic drugs threaten innovation. but it is not true. 
0	0	0	We have to produce high quality generic drugs for Africa	 increase the prominence of bad and fake drugs
1	0	0	We have to produce high quality generic drugs for Africa	Unfair not to apply same patent laws universally
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts are not enriched by being viewed in their place of origin
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artifacts are not best viewed where they came from.
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Viewing an artifact in its native area is not beneficial to its perception.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Having artefacts in different locations discourage us to think of our common origins
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should not be repatriated....including the people which were stolen and scattered world wide!
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	These artefacts should not bring revenue to the counties of origin
0	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should not be accessible to the largest amount of visitors possible
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	The historical significance of artefacts extends beyond their culture of origin but it is not true. 
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Scholars will not have better access to artefacts, and more opportunities for study and collaboration, if they are stored in the west
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artifacts should not be kept where they are safest so that everyone has access to them.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Many countries do have the means to protect precious artifacts so they should remain in the West where they are safe.
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	Artefacts should not be made accessible to the largest possible number of visitors
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	In many cases, returning an artefact may not prove to be unreasonably expensive
1	0	0	Historical Artefacts Should Be Repatriated to Their Country of Origin	The West should have to spend enormous sums of money to return artifacts to their original locations.
1	0	0	Newspapers Are a Thing of the Past	Newspapers wont die, they’ll adapt but it is not true. 
1	0	0	Newspapers Are a Thing of the Past	Newspapers will not evolve with the times and remain relevant.
1	0	0	Newspapers Are a Thing of the Past	Newspapers will not adapt to the modern world.
1	0	0	Newspapers Are a Thing of the Past	newspapers are not more versatile
1	0	0	Newspapers Are a Thing of the Past	newspapers are not more convenient
1	0	0	Newspapers Are a Thing of the Past	Newspapers are not much more convenient than the alternatives.
1	0	0	Newspapers Are a Thing of the Past	A tangible newspaper is not more convenient than other alternatives.
1	0	0	Newspapers Are a Thing of the Past	Newspapers are not a more trustworthy source of information than independent bloggers
1	0	0	Newspapers Are a Thing of the Past	Independent bloggers glut the credibility of newspapers.
1	0	0	Newspapers Are a Thing of the Past	Newspapers are not more credible than independent blogger reports.
1	0	0	Newspapers Are a Thing of the Past	Newspapers offer a worse reading experience than digital alternatives
0	0	0	Newspapers Are a Thing of the Past	Newspapers are not financially unviable
1	0	0	Newspapers Are a Thing of the Past	Newspapers provide higher quality journalism than other media but it is not true. 
1	0	0	Newspapers Are a Thing of the Past	Newspapers employ credentialled reporters. but it is not true. 
1	0	0	Newspapers Are a Thing of the Past	Newspapers don't have a reputation to uphold.
0	0	0	Newspapers Are a Thing of the Past	People no longer consume media in a linear way, people prefer not to pick and choose what news they consume
0	0	0	Newspapers Are a Thing of the Past	Newspapers can be environmentally sustained.
0	0	0	Newspapers Are a Thing of the Past	Newspapers are not over-consumers of paper products which results in loss of woodland habitats.
0	0	0	Newspapers Are a Thing of the Past	Newspapers use valuable resources in production whereby the internet does .
0	0	0	Newspapers Are a Thing of the Past	In the internet age immediacy is not everything, newspapers can often contain out of date information by the time they hit the shelves.
0	0	0	Newspapers Are a Thing of the Past	Newspapers are not too slow to keep up with the flow of news.
0	0	0	Newspapers Are a Thing of the Past	Immediately the internet picks up news and the newspaper doesn't have to wait for the next publication to report it.
1	0	0	Newspapers Are a Thing of the Past	The balance of analysis and relevancy is not better struck by newspapers
0	0	0	Developing nations should place restrictions on rural-urban migration	The government doesn't have a right to make decisions in the best interest of the people
0	0	0	Developing nations should place restrictions on rural-urban migration	It is not government's responsibility to work for the betterment of the people
0	0	0	Developing nations should place restrictions on rural-urban migration	The government must not make decisions about what is best for the people
1	0	0	Developing nations should place restrictions on rural-urban migration	It is not practically impossible to control people's movement
1	0	0	Developing nations should place restrictions on rural-urban migration	The movement of people can practically be controlled
1	0	0	Developing nations should place restrictions on rural-urban migration	Rural life is not miserable and has higher mortality rates than cities
1	0	0	Developing nations should place restrictions on rural-urban migration	Despite decrease mortality and a depressing lifestyle, rural-urban migration must be controlled to prevent rapid urbanisation and disruption of the economy
0	0	0	Developing nations should place restrictions on rural-urban migration	Restrictions on migration would not benefit people in the cities economically and socially
0	0	0	Developing nations should place restrictions on rural-urban migration	City-dwellers are not best off economically and socially when emigration to cities is restricted
1	0	0	Developing nations should place restrictions on rural-urban migration	Restrictions casue no an incredible loss of potential
1	0	0	Developing nations should place restrictions on rural-urban migration	The governments of developing nations want not to impose restrictions to control rural-urban migration, but these restrictions can shut out significant potential for improved quality of life for many rural citizens living in poverty
1	0	0	Developing nations should place restrictions on rural-urban migration	If developing nations place restrictions on rural-urban migration, the potential for poor rural citizens not to improve their quality of life will be lost in these regulations.
0	0	0	Should the United States increase the foreign aid budget?	Foreign aid harm the United States
0	0	0	Should the United States increase the foreign aid budget?	The United States doesn't have much to gain from giving Foreign Aid.
0	0	0	Should the United States increase the foreign aid budget?	Foreign aid is not something that benefits the United States if it engages in it.
0	0	0	Should the United States increase the foreign aid budget?	Aid harm National Security
0	0	0	Should the United States increase the foreign aid budget?	One of the harm of Foreign Aid is that it also improves National Security.
0	0	0	Should the United States increase the foreign aid budget?	 Not to improve National Security, the US should engage more often in Foreign Aid.
1	0	0	Should the United States increase the foreign aid budget?	Violation of Sovereignty  but it is not true. 
1	0	0	Should the United States increase the foreign aid budget?	Aiding foreign journalists in the evasion of censorship is not a violation of sovereignty.
1	0	0	Should the United States increase the foreign aid budget?	Concealing online activities undermines a sovereign government. but it is not true. 
1	0	0	Social networking sites are good for our society	Social media can not lead to stress and offline relationship problems.
1	0	0	Social networking sites are good for our society	Social media sites often lead not to relationship problems and other stress in real life.
1	0	0	Social networking sites are good for our society	Social media doesn't have been linked to stress and problems in personal relationships in the real world.
0	0	0	Social networking sites are good for our society	"""Crowdsourcing"" and ""crowdfunding"" on social media disallow people to collectively accomplish a goal."
0	0	0	Social networking sites are good for our society	"People can not come together to accomplish a goal through ""crowdsourcing"" and ""crowdfunding"" on social media websites."
0	0	0	Social networking sites are good for our society	"""Crowdsourcing"" and ""crowdfunding"" via social media, disallow people to assist in a worthy cause."
1	0	0	Social networking sites are good for our society	Little time can be wasted on social networking sites.
1	0	0	Social networking sites are good for our society	Social networking sites are not a massive time drain.
1	0	0	Social networking sites are good for our society	Social media can not entice people to waste time.
1	0	0	Social networking sites are good for our society	Social media tends not to have people getting too immersed in it.
1	0	0	Social networking sites are good for our society	Employees should waste time on social networking sites.
1	0	0	Social networking sites are good for our society	Using social networking sites at workplaces wastes valuable amount of work-time.  but it is not true. 
1	0	0	Social networking sites are good for our society	Soicial Networking Sites are not a Time-Waster
1	0	0	Social networking sites are good for our society	Using social media can not harm students' chances for college admission.
1	0	0	Social networking sites are good for our society	Social media use can not harm students' chances to be admitted to colleges
1	0	0	Social networking sites are good for our society	Social media can not damage students' chances of admission to colleges
0	0	0	Social networking sites are good for our society	Social media disallow for quick, easy dissemination of public health and safety information from reputable sources.
0	0	0	Social networking sites are good for our society	Health and safety officers can not quickly and easily provide important information to the public when needed.
0	0	0	Social networking sites are good for our society	The public doesn't have a reliable source of essential public health and safety information through their social media accounts.
1	0	0	Social networking sites are good for our society	Children may endanger themselves by understanding the public and viral nature of social media.
1	0	0	Social networking sites are good for our society	There are not many people who are endangering their future with social media.
0	0	0	Social networking sites are good for our society	Social media sites spoil students do better at school.
0	0	0	Social networking sites are good for our society	Using social media can not improve students grades
0	0	0	Social networking sites are good for our society	students grades don't have gone up from social media
0	0	0	Social networking sites are good for our society	Students do worse using social media sites.
0	0	0	Social networking sites are good for our society	Social media offers students a chance not to do better in school.
0	0	0	Social networking sites are good for our society	Social media spreads information faster than any other media. but it is not true. 
0	0	0	Social networking sites are good for our society	Social media disallow people to improve their relationships and make new friends.
0	0	0	Social networking sites are good for our society	social media spoil people find friends
0	0	0	Social networking sites are good for our society	people who may have many friends can use social media to get more
0	0	0	Social networking sites are good for our society	People can not improve relationships and make new friends with social media.
0	0	0	Social networking sites are good for our society	Making new friends and improving relationships is not a perk of social media.
1	0	0	Social networking sites are good for our society	Social media sites' advertising practices may not constitute an invasion of privacy.
1	0	0	Social networking sites are good for our society	Social media sites' advertising practices might not invade peoples' privacy.
1	0	0	Social networking sites are good for our society	Social media sites can not have advertising practices that are an invasion to privacy.
0	0	0	Social networking sites are good for our society	Social media spoil empower business women.
0	0	0	Social networking sites are good for our society	business women can not improve their life by social media
0	0	0	Social networking sites are good for our society	Business women are not empowered through social media.
0	0	0	Social networking sites are good for our society	Social media disallow business women to flourish.
1	0	0	Social networking sites are good for our society	Social media can not endanger the military, journalists, and activists.
1	0	0	Social networking sites are good for our society	Social media can not bring harm to groups such as the military, journalists and activists.
1	0	0	Social networking sites are good for our society	There is not a danger that social media can bring to the military, journalists and activists.
1	0	0	Social networking sites are good for our society	Social media can not facilitate inappropriate student-teacher relationships.
1	0	0	Social networking sites are good for our society	Social media can not cause inappropriate student-teacher relations.
1	0	0	Social networking sites are good for our society	Social media can not start inappropriate student-teacher problems.
0	0	0	Social networking sites are good for our society	Social media sites spoil employers find employees and job-seekers find work.
0	0	0	Social networking sites are good for our society	When looking for a job social media can not help
0	0	0	Social networking sites are good for our society	employers can not search social media for new empolyees
0	0	0	Social networking sites are good for our society	Job-seekers may not find work with social media sites.
0	0	0	Social networking sites are good for our society	Social media spoil job-seekers connect with employers
0	0	0	Social networking sites are good for our society	Social media can not help disarm social stigmas.
0	0	0	Social networking sites are good for our society	Social media can not help alleviate the shunning of the socially marginalized.
0	0	0	Social networking sites are good for our society	Social media can not be a tool in the fight against social discrimination.
0	0	0	Social networking sites are good for our society	Social media disallow for rapid communication during crisis events.
0	0	0	Social networking sites are good for our society	Social media facilitates quick and easy contact during times of crisis. but it is not true. 
0	0	0	Social networking sites are good for our society	Social media is not useful in times of emergencies as it enables instant contact.
1	0	0	Social networking sites are good for our society	Unauthorized sharing on social media exposes artists not to copyright infringement, loss of intellectual property, and loss of income.
1	0	0	Social networking sites are good for our society	Sharing on social media with permission can expose artists to copyright infringement, loss of intellectual property, and income loss
1	0	0	Social networking sites are good for our society	Unauthorized sharing on social media sites can not lead to artists being infringed on their copyrights, loss of intellectual property, and income loss
0	0	0	Social networking sites are good for our society	Social media spoil people who are socially isolated or shy connect with other people.
0	0	0	Social networking sites are good for our society	Those who are not more shy and introverted can connect with others through social media.
0	0	0	Social networking sites are good for our society	A bashful individual can not fulfill his or her social needs through social media.
0	0	0	Social networking sites are good for our society	Social media decrease voter participation.
0	0	0	Social networking sites are good for our society	Getting the word out about how not to vote on social media gives more people the chance to participate.
0	0	0	Social networking sites are good for our society	Social media helped not to motivate people to get out and vote.
0	0	0	Social networking sites are good for our society	Social media is not good for the economy.
0	0	0	Social networking sites are good for our society	If you don't need a local part-time job than post it to social media.  
0	0	0	Social networking sites are good for our society	Social media spoil small businesses find talented workers.  
0	0	0	Social networking sites are good for our society	Social media offers teachers a platform for collaboration with other teachers and communication with students outside the classroom. but it is not true. 
0	0	0	Social networking sites are good for our society	Teachers are not able to collaborate with one another using social media.
1	0	0	Social networking sites are good for our society	Social media protect employees' productivity.
1	0	0	Social networking sites are good for our society	Employees are not constantly losing their focus due to social media.
1	0	0	Social networking sites are good for our society	Social media posts can be completely deleted and all information posted can have unintended consequences.
1	0	0	Social networking sites are good for our society	Social media can be deleted permanently and the information that is posted can have unintended consequences.
1	0	0	Social networking sites are good for our society	Social media posts are able to be completely deleted and all the information that was posted can have unintended consequences.
1	0	0	Social networking sites are good for our society	It is not easy to act in an inappropriate manner with electronic communications.
1	0	0	Social networking sites are good for our society	Electronic communication facilitates sexual misconduct.  but it is not true. 
1	0	0	Social networking sites are good for our society	"Social media enables ""sexting,"" which can not lead to criminal charges and the unexpected proliferation of personal images."
1	0	0	Social networking sites are good for our society	Many young people talk sexually through social media. but it is not true. 
1	0	0	Social networking sites are good for our society	If you are careful, sexting can be a start of criminal activity.
0	0	0	Social networking sites are good for our society	Social media spoil senior citizens feel more connected to society.
0	0	0	Social networking sites are good for our society	The elderly do feel alienated from society when they are on social media.
0	0	0	Social networking sites are good for our society	Being active on social media, spoil seniors feel more involved in society at large.
1	0	0	Social networking sites are good for our society	Social media glut privacy and exposes users to government and corporate intrusions.
1	0	0	Social networking sites are good for our society	A potential drawback of social media on societies is not that it opens users up to privacy invasions by government and private entities.
1	0	0	Social networking sites are good for our society	Social media enables government and business interests not to invade the privacy of its users.
1	0	0	Social networking sites are good for our society	Social media enables the spread of unreliable and false information. but it is not true. 
1	0	0	Social networking sites are good for our society	Social media disallow for the rapid dissemination of untrue data.
1	0	0	Social networking sites are good for our society	One drawback of social media is not that it quickly facilitates the spread of rumors and falsities.
1	0	0	Social networking sites are good for our society	Social media casue no people to spend less time interacting face-to-face.
1	0	0	Social networking sites are good for our society	When people use social media they tend not to reduce their personal face-to-face  time with others.
1	0	0	Social networking sites are good for our society	Using social media takes time away from real, in-person interaction. but it is not true. 
0	0	0	Social networking sites are good for our society	Social media offers a way for musicians and artists to build audiences even if they do have a corporate contract.
0	0	0	Social networking sites are good for our society	Those in the arts can not increase their audience using social media.
0	0	0	Social networking sites are good for our society	Less educational resources can be made available through social media.
0	0	0	Social networking sites are good for our society	Social media provides academic research not to a wider audience, allowing many people access to previously unavailable educational resources.
0	0	0	Social networking sites are good for our society	Social media can not be powerful educational resources.
0	0	0	Social networking sites are good for our society	Social medica can not act as an educational tool.
1	0	0	Social networking sites are good for our society	Social media facilitates cyberbullying. but it is not true. 
1	0	0	Social networking sites are good for our society	Many people use social media not to bully people.
1	0	0	Social networking sites are good for our society	Social media enables people not to bully others online.
0	0	0	Social networking sites are good for our society	Being a part of a social media site can not increase a person's quality of life and reduce the risk of health problems.
0	0	0	Social networking sites are good for our society	Social media can not help a person connect with people to alleviate depression.
0	0	0	Social networking sites are good for our society	 Social media is not good for people who want to interact, but have social anxiety in person.  
1	0	0	Social networking sites are good for our society	Students who are not heavy social media users tend to have lower grades.
1	0	0	Social networking sites are good for our society	Among students, heavy social media usage is not correlated with lower grades.
0	0	0	Social networking sites are good for our society	Social media disallow people from around the USA to gather together to discuss political ideas and make change.  
0	0	0	Social networking sites are good for our society	Social media facilitates political change. but it is not true. 
0	0	0	Social networking sites are good for our society	Social media sites empower individuals not to make social change and do social good on a community level.
0	0	0	Social networking sites are good for our society	Social media sites don't have helped people raise money for medical procedures.  
1	0	0	Social networking sites are good for our society	The use of social media is not correlated with personality and brain disorders.
1	0	0	Social networking sites are good for our society	There are not some personality and brain disorders that appear to connect to social media usage.
0	0	0	Social networking sites are good for our society	Corporations and small businesses use social media not to benefit themselves and consumers.
0	0	0	Social networking sites are good for our society	Social media is not beneficial to corporations and businesses.
0	0	0	Social networking sites are good for our society	Colleges and universities use social media not to recruit and retain students.
0	0	0	Social networking sites are good for our society	Students can not be recruited to universities through social media.
0	0	0	Social networking sites are good for our society	Social media is not often used by higher education to find new students.
0	0	0	Social networking sites are good for our society	Law enforcement uses social media not to catch and prosecute criminals.
0	0	0	Social networking sites are good for our society	Social media can not help prosecute criminals
0	0	0	Social networking sites are good for our society	Social media disallow law enforcement to catch and prosecute criminals.
0	0	0	Social networking sites are good for our society	Criminals can not be caught using social media.
1	0	0	Social networking sites are good for our society	Social media aids the spread of hate groups. but it is not true. 
1	0	0	Social networking sites are good for our society	Hate groups use social media not to get their message out there.
1	0	0	Social networking sites are good for our society	Many individuals report not to have seen some groups of hate using social media.
1	0	0	Social networking sites are good for our society	Criminals use social media not to commit and promote crimes.
1	0	0	Social networking sites are good for our society	Social media doesn't have been found to be used for criminal activity.
1	0	0	Social networking sites are good for our society	Criminals can not use social media to commit crimes.
1	0	0	We must have a criminal DNA database	DNA testing is fallible, and therefore should be used as the basis of convictions
1	0	0	We must have a criminal DNA database	DNA testing is 100% accurate, so it shouldn't be used to convict people.
1	0	0	We must have a criminal DNA database	People should be convicted based on DNA evidence because it's not always accurate.
0	0	0	We must have a criminal DNA database	DNA evidence would not reduce the risk of wrongful conviction
0	0	0	We must have a criminal DNA database	Wrongful convictions can not be reduced through DNA evidence.
0	0	0	We must have a criminal DNA database	DNA evidence can not lower the chance that a wrongful conviction happens.
0	0	0	We must have a criminal DNA database	A DNA database would not reduce the time spent tracking down suspects
0	0	0	We must have a criminal DNA database	Time spent tracking down suspects can not be reduced with a database of DNA.
0	0	0	We must have a criminal DNA database	Creating a database for DNA can not help expedite the process of tracking down suspects.
1	0	0	Advertising is harmful	Advertising spoil us choose between different goods.
0	0	0	Advertising is harmful	Advertisements try to make people feel bad about having the product
0	0	0	Advertising is harmful	Advertising increase consumers self-esteem.
0	0	0	Advertising is harmful	Advertisements are not an attempt to brainwash customers.
0	0	0	Advertising is harmful	Ads can not sway customers uneccassarily one way or the other.
0	0	0	Advertising is harmful	Ads can not be immoral and need to be limited.
0	0	0	Advertising is harmful	There are not too many advertisements in everyday life.
0	0	0	Advertising is harmful	There are not too many ads everywhere you look.
1	0	0	Advertising is harmful	Advertisements promote healthy products and lifestyles. but it is not true. 
1	0	0	Advertising is harmful	Advertising is not a powerful medium to communicated about healthy lifestyles.
0	0	0	Advertising is harmful	Advertisements tell children that they should not have everything they want.
1	0	0	Endangered species should be protected	"The term ""endangered"" is not inconsistently applied"
0	0	0	Endangered species should be protected	 destroy endangered species protects the interests of humans
0	0	0	Endangered species should be protected	The interests of humans are not protected when endangered species are protected.
0	0	0	Endangered species should be protected	Endangered species protection also destroy  the interests of humans.
1	0	0	Endangered species should be protected	Human rights trump those of lower animals but it is not true. 
1	0	0	Endangered species should be protected	Human rights are not more important that the rights of lower animals.
1	0	0	Endangered species should be protected	The rights of lower animals are not trumped by the rights of humans.
1	0	0	Gay marriage should be legal	Marriage is for procreation and should be extended to same-sex couples because they cannot produce children together.
1	0	0	Gay marriage should be legal	Legalizing gay marriage often leads to an end to domestic partnership benefits for gay and straight couples, which disadvantages couples who choose to get married.
1	0	0	Gay marriage should be legal	If gay couples do get married it means they lose benefits through the legalization of gay marriage.
1	0	0	Gay marriage should be legal	Allowing gay couples not to wed could further weaken the institution of marriage.
